,Sentence,CF,SF,CbD,DI,Violation,Distribution
10,The hardworking bee gathered pollen from the intricate flower. It was a treasure.,0.7260924578538678,0.7260924596114763,-4.586626551424928,3.523780557114211,1.573565452633062,"[[0.04066741 0.7277808  0.00168834 0.22986346]
 [0.38964773 0.37880048 0.10944446 0.12210733]
 [0.02081672 0.63312815 0.02153903 0.3245161 ]
 [0.29017572 0.36376915 0.20891647 0.13713866]]"
11,The brave students learned from the stimulating books. They were convincing.,0.8302329078418292,0.8302329078414786,-5.109901896735139,4.4899513859035896,1.5914391705073678,"[[0.05405906 0.0841832  0.37643814 0.48531961]
 [0.1307559  0.00748636 0.82349835 0.0382594 ]
 [0.05398959 0.07003175 0.37650761 0.49947106]
 [0.11665876 0.00736258 0.83759548 0.03838318]]"
12,The sailors left the navy boats. They were facing the storm.,0.18272974853236723,0.18272974841115996,-1.6357895294465925,0.86058361189256,1.575523057524252,"[[0.58978731 0.20936974 0.14302561 0.05781735]
 [0.75583372 0.04332333 0.1921251  0.00871785]
 [0.63359225 0.23477093 0.09922066 0.03241615]
 [0.82288186 0.04548132 0.12507696 0.00655986]]"
13,The serrated knife scraped the old fence surrounding the garden. It was a separating the yards.,0.3185878758028542,0.3185878758081395,-2.386549354065406,1.3362895337945633,1.5553560786315268,"[[0.08556649 0.08900102 0.30420935 0.52122314]
 [0.00761974 0.16694777 0.04808371 0.77734877]
 [0.13627255 0.23801878 0.25350329 0.37220538]
 [0.01079234 0.363499   0.04491112 0.58079755]]"
14,The activist people held a vigil against the government. They were demanding a voice.,0.3408103302786907,0.3408103313908011,-3.350025602665693,1.7284340210346605,1.596378997681614,"[[0.38216398 0.35666429 0.13590905 0.12526268]
 [0.49657498 0.24225329 0.15095512 0.11021662]
 [0.14099496 0.1657248  0.37707806 0.31620217]
 [0.20360672 0.10311304 0.44392337 0.24935687]]"
15,The diligent birds pecked at the mouth-watering seeds. They were a filling food.,0.2534591202939436,0.2534591202893025,-1.7564652613189344,1.0138364811809009,1.5709998662068871,"[[0.0217795  0.05238416 0.22484235 0.70099399]
 [0.00090754 0.07325612 0.05938167 0.86645467]
 [0.09248214 0.22126618 0.1541397  0.53211197]
 [0.01859078 0.29515755 0.04169843 0.64455325]]"
16,The police chased the criminals for hours. They were notorious and dangerous.,0.4288316883415916,0.428831688537724,-2.445972144668383,1.7335785043724377,1.5730451829174195,"[[0.06140634 0.47256331 0.04373162 0.42229873]
 [0.05591847 0.47805118 0.05912853 0.40690182]
 [0.01204934 0.08852568 0.09308861 0.80633637]
 [0.01007736 0.09049766 0.10496964 0.79445534]]"
17,The sniper took out the terrorist. He was a ruthless assassin.,0.35708128593546007,0.35708128594010513,-3.8853192451544234,2.144753588898223,1.5868050908810685,"[[0.20253562 0.38674556 0.14593136 0.26478746]
 [0.52186314 0.06741804 0.36279224 0.04792659]
 [0.18752868 0.34004541 0.16093829 0.31148761]
 [0.47023184 0.05734225 0.41442353 0.05800238]]"
18,The monstrous storm destroyed the flight. It was bringing high winds.,0.9643815901397402,0.9643815900263097,-5.946600500378095,5.531684917683563,1.5811047850411666,"[[1.55650310e-03 3.67902568e-04 7.76199811e-01 2.21875783e-01]
 [1.83108053e-03 9.33251328e-05 9.64474915e-01 3.36006792e-02]
 [2.78808888e-01 8.04077864e-02 4.98947426e-01 1.41835900e-01]
 [3.47380602e-01 1.18360730e-02 6.18925394e-01 2.18579313e-02]]"
19,The treacherous storm cancelled the flight. It was flying to Hawaii.,0.3991158236481237,0.39911582409282376,-1.9264909605421743,1.5964632965049717,1.7176302748267447,"[[0.45002488 0.25351132 0.25615425 0.04030955]
 [0.06232796 0.64120824 0.25288393 0.04357987]
 [0.04733195 0.25973135 0.65884718 0.03408951]
 [0.04514708 0.26191623 0.27006481 0.42287188]]"
20,The diligent birds tried the tall seeds. They were fearless.,0.9307983795472359,0.9307983795494529,-5.28102395434241,4.409112383635729,1.6155036394088063,"[[2.31043471e-01 2.02261843e-01 3.73741559e-01 1.92953127e-01]
 [4.30633609e-01 2.67170429e-03 5.63046853e-01 3.64783333e-03]
 [2.80643962e-02 3.48176866e-02 5.76720634e-01 3.60397283e-01]
 [5.71707481e-02 5.71133477e-03 9.36509714e-01 6.08202851e-04]]"
21,The imaginative bee buzzed around the sweet flower. It was abundant with pollen.,0.4909016984157941,0.4909016984179224,-2.8565830483631567,1.9636067936718398,1.7005087076696968,"[[0.64006647 0.01982565 0.21730666 0.12280122]
 [0.4251944  0.23469772 0.20173986 0.13836802]
 [0.32178163 0.0446898  0.5355915  0.09793706]
 [0.32010308 0.04636836 0.30683119 0.32669737]]"
22,The diligent birds chose the overlooked seeds. They were a quick snack.,0.48525573073620665,0.48525573073599715,-2.7049213451335055,2.1377407301494253,1.5674032138556355,"[[0.09024917 0.50473908 0.04218612 0.36282564]
 [0.0605181  0.53447014 0.04921441 0.35579734]
 [0.0115982  0.04895487 0.12083709 0.81860985]
 [0.00986393 0.05068913 0.09986858 0.83957836]]"
23,The sniper assassinated the notorious terrorist. He was a precise marksman.,0.6680209782005324,0.6680209781978116,-3.7936122788803233,2.672083912811691,1.5753975463404133,"[[0.62185679 0.22391817 0.11046744 0.0437576 ]
 [0.14987334 0.69590161 0.02788063 0.12634441]
 [0.48617376 0.18415903 0.24615047 0.08351674]
 [0.11427854 0.55605425 0.06347543 0.26619177]]"
24,The sharp knife scratched the fence effortlessly. It was weak and unstable.,0.6705403176268421,0.6705403176207747,-4.871767818616626,3.880423952432225,1.558973135503718,"[[0.15204331 0.05119284 0.60035106 0.19641279]
 [0.14832573 0.05491042 0.72545074 0.07131311]
 [0.29946824 0.15336046 0.45292613 0.09424517]
 [0.39637078 0.05645792 0.47740569 0.06976562]]"
25,The storm devastated the commercial flight. It was putting lives in peril.,0.4213999211554317,0.42139992115659575,-3.7084362750221374,1.9463562554131764,1.5753354026929607,"[[0.10618703 0.48890175 0.06750183 0.33740938]
 [0.39121567 0.20387311 0.26906225 0.13584896]
 [0.09247934 0.45857052 0.08120952 0.36774062]
 [0.35780803 0.19324183 0.3024699  0.14648024]]"
26,The chirpy birds foraged for the seeds. They were seeking new experiences.,0.697920036325984,0.697920036435622,-3.5057904869704197,2.6146241167090256,1.5831585018861907,"[[0.07066272 0.47768115 0.06662313 0.38503301]
 [0.36679401 0.18154985 0.31281946 0.13883667]
 [0.00230623 0.02365122 0.13497962 0.83906293]
 [0.01559843 0.01035902 0.66401505 0.31002751]]"
27,The imaginative bee stopped at the pristine flower. It was collecting essential pollen.,0.6786200614318146,0.678620061479603,-3.480233098842808,3.1339787907577934,1.8228062950506998,"[[0.41883496 0.03116225 0.43152597 0.11847682]
 [0.180913   0.26908421 0.37395885 0.17604394]
 [0.04804679 0.12369407 0.80231414 0.025945  ]
 [0.00305146 0.1686894  0.55182038 0.27643875]]"
28,The serrated knife scraped the construction fence surrounding the park. It was a rotten and weakened.,0.3828846782828108,0.382884678378951,-2.5287523418249442,1.5315387135206946,1.577851621312383,"[[0.05126983 0.13135729 0.21428084 0.60309204]
 [0.00304893 0.17957819 0.01765793 0.79971495]
 [0.10797226 0.29561927 0.15757841 0.43883006]
 [0.00768408 0.39590746 0.01302278 0.58338568]]"
29,The unwavering people led a protest against the government. They were embezzling public funds.,0.6423334964046552,0.6423334964109149,-3.066323379512964,2.5693339856568245,1.6302399158048244,"[[0.20287255 0.2076359  0.45766343 0.13182812]
 [0.03746027 0.37304818 0.16284317 0.42664838]
 [0.58241797 0.26021896 0.078118   0.07924506]
 [0.07714439 0.76549255 0.12315905 0.03420401]]"
30,The sailors jumped off the navy boats. They were ignoring the warnings.,0.573861198041968,0.573861198041722,-3.614206112547309,2.2954447921847017,1.5757313138165703,"[[0.63151112 0.12072097 0.20808884 0.03967907]
 [0.40066963 0.35156246 0.14106809 0.10669982]
 [0.22714714 0.03859162 0.61245282 0.12180842]
 [0.14086116 0.1248776  0.40087656 0.33338468]]"
31,The clever bee crawled on the flower. It was producing honey.,0.5944944145504657,0.5944944144443749,-3.598967289087446,2.37797765825919,1.6957217344261892,"[[0.53477324 0.09831539 0.24973559 0.11717578]
 [0.15548884 0.47759979 0.09401904 0.27289233]
 [0.12879251 0.0612219  0.65571632 0.15426927]
 [0.01587954 0.17413488 0.23362834 0.57635724]]"
32,The active bee hovered above the flowering flower. It was an untouched paradise.,0.8862680313465064,0.8862680313695256,-5.160044909303012,4.211461023693297,1.5829256928268962,"[[4.38589011e-01 5.60592664e-01 3.54769135e-04 4.63555385e-04]
 [1.12902000e-01 8.86279675e-01 1.16440588e-05 8.06680461e-04]
 [2.71826218e-01 3.33714787e-01 1.67117562e-01 2.27341433e-01]
 [6.95764981e-02 5.35964507e-01 4.33371460e-02 3.51121849e-01]]"
33,The graceful birds foraged for the scattered seeds. They were a juicy delight.,0.6426672313734119,0.6426672314596494,-2.9682608334902025,1.8882804453723177,1.6158003636034823,"[[0.01449756 0.51256074 0.04049063 0.43245106]
 [0.27531306 0.25174525 0.23324744 0.23969425]
 [0.00140166 0.06124866 0.05358654 0.88376314]
 [0.01720494 0.04544538 0.49135556 0.44599412]]"
34,The bee hovered over the flower. It was full of pollen.,0.27966071079667376,0.27966071099043666,-1.8049441213126323,1.3297757678049735,1.5790051523623547,"[[5.68908974e-02 2.95042714e-01 9.81305740e-02 5.49935814e-01]
 [2.45247483e-02 3.27408863e-01 4.77481526e-02 6.00318236e-01]
 [4.84164204e-03 1.46480277e-02 1.50179829e-01 8.30330501e-01]
 [4.94989322e-04 1.89946804e-02 7.17779116e-02 9.08732419e-01]]"
35,The durable knife scratched the swimming fence with care. It was sharp and powerful.,0.9397235695442044,0.9397235695444672,-5.971804166011109,5.526317053870733,1.582070486478805,"[[1.15477137e-03 3.03426911e-04 7.94061908e-01 2.04479894e-01]
 [1.37723423e-03 8.09640527e-05 9.39804534e-01 5.87372681e-02]
 [2.81040850e-01 7.23201353e-02 5.14175829e-01 1.32463186e-01]
 [3.32520588e-01 2.08403968e-02 6.08661180e-01 3.79778354e-02]]"
36,The storm obstructed the flight. It was carrying important documents.,0.4450340341816028,0.44503403418166976,-2.3917178638411887,1.780617399863023,1.5819438800177452,"[[0.76452236 0.19243018 0.03438305 0.00866441]
 [0.91563887 0.04131367 0.04119336 0.00185411]
 [0.40886352 0.10293467 0.39004189 0.09815992]
 [0.48971194 0.02208625 0.46712029 0.02108152]]"
37,The knife punctured the weak fence effortlessly. It was a precise tool.,0.4626237725121978,0.4626237727874587,-2.5667485379753434,1.8504950911720184,1.5820642414138932,"[[0.01351182 0.05693485 0.17933078 0.75022256]
 [0.00470827 0.06573839 0.06257675 0.86697659]
 [0.10182056 0.42808823 0.09102204 0.37906917]
 [0.03581475 0.49409404 0.03147027 0.43862094]]"
38,The durable knife sliced through the fence smoothly. It was enclosing the prison yard.,0.5869361556503652,0.5869361556504074,-3.2301962117212395,2.3477446226016263,1.5854938426918803,"[[0.24448795 0.14375877 0.39036483 0.22138845]
 [0.38059327 0.00765345 0.59458961 0.01716367]
 [0.57143346 0.32549151 0.06341931 0.03965571]
 [0.87583672 0.02108826 0.09934616 0.00372886]]"
39,The people took to the streets against the government. They were risking their safety.,0.6685123331999123,0.6685123333099403,-4.953330112766242,3.8327158272824216,1.5536454913297364,"[[0.48858101 0.03965085 0.40494751 0.06682063]
 [0.41528483 0.11294703 0.40261365 0.06915449]
 [0.20723433 0.01778185 0.68629418 0.08868963]
 [0.18913008 0.0358861  0.6287684  0.14621541]]"
40,The adventurous students studied the books. They were struggling to stay awake.,0.625078949004424,0.6250789490958705,-3.0865287266340973,2.5003157963834806,1.564479390194781,"[[0.47343472 0.18514032 0.32164041 0.01978456]
 [0.26625668 0.39231836 0.28165163 0.05977333]
 [0.03366729 0.13632889 0.76140784 0.06859598]
 [0.03796847 0.13202771 0.50993984 0.32006399]]"
41,The skilled sailors slid off the unprotected boats. They were suffering structural damage.,0.8483502499400752,0.8483502499401487,-6.364498712863241,5.728757797802212,1.5819711578985618,"[[0.08244307 0.01908099 0.72962146 0.16885448]
 [0.09643566 0.00508839 0.85343864 0.0450373 ]
 [0.18533165 0.04289368 0.62673288 0.14504179]
 [0.21678652 0.01143881 0.73308779 0.03868688]]"
42,The birds feasted on the crisp seeds. They were savory.,0.3061691716848315,0.3061691716850745,-1.7983457374212424,1.285208791260651,1.5805821701609153,"[[0.71049565 0.2771598  0.00799151 0.00435304]
 [0.96133014 0.02632531 0.01119229 0.00115226]
 [0.48480907 0.18154418 0.23367809 0.09996866]
 [0.64487693 0.02147633 0.3276455  0.00600124]]"
43,The students created projects based on the humorous books. They were outdated.,0.5251282185092818,0.5251282206284471,-3.6044843836528657,2.1005128825143315,1.57658033353989,"[[0.08873325 0.18638995 0.20994789 0.51492892]
 [0.22478846 0.05033474 0.57546296 0.14941385]
 [0.12462981 0.2829101  0.17405133 0.41840876]
 [0.32309918 0.08444073 0.47715224 0.11530785]]"
44,The storm battered the scheduled flight. It was putting lives in peril.,0.4423283047349166,0.4423283047335097,-3.6570835163500077,1.9472643665847054,1.5866007724520927,"[[0.10525578 0.51100925 0.06868094 0.31505402]
 [0.40846043 0.2078046  0.25229239 0.13144258]
 [0.09010411 0.44587105 0.08383262 0.38019222]
 [0.35046722 0.18550795 0.3102856  0.15373923]]"
45,The birds chewed on the tempting seeds. They were bursting with flavor.,0.3170666394578695,0.31706663963878867,-2.277200556745547,1.2775727909013104,1.5826297591370448,"[[0.51118538 0.12177913 0.2967862  0.07024929]
 [0.60196693 0.03099758 0.34806422 0.01897127]
 [0.64786794 0.15777708 0.16010363 0.03425135]
 [0.76711973 0.03852529 0.18291142 0.01144357]]"
46,The winning sniper targeted the brutal terrorist. He was a top assassin.,0.8630218487083505,0.8630218487133297,-6.190577882192752,5.599457271428326,1.5818673131370926,"[[0.12482825 0.05038562 0.58722809 0.23755804]
 [0.17215447 0.0030594  0.81049168 0.01429446]
 [0.08516233 0.03446196 0.626894   0.2534817 ]
 [0.11756203 0.00206226 0.86508411 0.0152916 ]]"
47,The passionate people staged a boycott against the government. They were promoting human rights.,0.6684462704383316,0.668446270456049,-3.7190751620002045,2.673785081895616,1.5673913502025618,"[[0.58905538 0.28997057 0.09019541 0.03077864]
 [0.16264228 0.71638367 0.04793739 0.07303666]
 [0.24376241 0.16707397 0.43548838 0.15367524]
 [0.06538926 0.34544712 0.14519042 0.4439732 ]]"
48,The heart moved brain-enhancing blood with resilience. It was a powerful muscle.,0.7497476555915736,0.7497476555835652,-4.329610764959571,3.176726979932047,1.5917841624177886,"[[0.16481762 0.52215295 0.07822532 0.23480411]
 [0.44884829 0.23812228 0.19368819 0.11934124]
 [0.24110672 0.75168388 0.00193622 0.00527318]
 [0.63653817 0.35625243 0.00599831 0.00121109]]"
49,The knife scraped the fence with power. It was a powerful tool.,0.043120739218478144,0.043120739219966064,-1.1090898742899025,0.2619785316215988,1.5857538600764736,"[[0.01918792 0.1317985  0.10685871 0.74215486]
 [0.02053394 0.13045248 0.08733174 0.76168184]
 [0.01285249 0.13556804 0.11319415 0.73838532]
 [0.02020489 0.12821564 0.08766079 0.76391868]]"
50,The bee collected nectar from the awe-inspiring flower. It was searching for pollen.,0.6253698612443769,0.6253698613306516,-3.18922997927689,2.4920446138871997,1.5714712333100394,"[[0.33395883 0.00871034 0.6317215  0.02560933]
 [0.25774956 0.08491962 0.51933563 0.1379952 ]
 [0.88962374 0.02781535 0.07605658 0.00650433]
 [0.70681347 0.21062563 0.07027172 0.01228919]]"
51,The determined bee rested on the pristine flower. It was in full bloom.,0.7985021005042667,0.7985021005044625,-4.1517712894301155,3.1940084020178516,1.5528206898532804,"[[0.54153682 0.08626918 0.31943252 0.05276148]
 [0.15976439 0.46804162 0.11571037 0.25648363]
 [0.05222187 0.01024538 0.80874748 0.12878528]
 [0.01476069 0.04770655 0.26071406 0.67681869]]"
52,The unpredictable storm affected the international flight. It was putting lives in peril.,0.641354607539911,0.6413546075405825,-3.9463591863094365,2.565418430186228,1.581555917645562,"[[0.14254052 0.67495702 0.03360241 0.14890005]
 [0.54124452 0.27625302 0.12374414 0.05875831]
 [0.08826802 0.40659592 0.08787492 0.41726114]
 [0.3276454  0.16721854 0.33734326 0.16779279]]"
53,The sniper targeted the ruthless terrorist. He was a barbaric drug lord.,0.6274784162638533,0.6274784162652326,-3.526759397054552,2.5099136650650853,1.582442781167956,"[[0.05859039 0.40698962 0.06636159 0.4680584 ]
 [0.34199104 0.12358897 0.39105732 0.14336267]
 [0.01357419 0.09199575 0.1113778  0.78305227]
 [0.07783506 0.02773488 0.6552133  0.23921676]]"
54,The active bee descended on the rich flower. It was a popular destination.,0.5513142041565133,0.5513142041602487,-2.8738447122945794,2.2052568166528213,1.7023834871219397,"[[0.00359347 0.15429205 0.23686642 0.60524806]
 [0.08451373 0.07337179 0.01989597 0.82221851]
 [0.07081003 0.58491388 0.16964985 0.17462624]
 [0.073441   0.58228291 0.0309687  0.31330738]]"
55,The sailors tumbled off the safe boats. They were causing accidents.,0.7369361228245133,0.736936122831021,-3.846675734700188,2.947744491329159,1.5827114856342313,"[[0.03945088 0.16205104 0.15574047 0.64275761]
 [0.15778745 0.04371447 0.62268235 0.17581573]
 [0.00838883 0.03514484 0.18680252 0.76966381]
 [0.0336667  0.00986698 0.7468031  0.20966323]]"
56,The sniper executed the brutal terrorist. He was a bad human rights violator.,0.37487760187434405,0.3748776018825368,-2.30642581440919,1.5198086424978667,1.5826033279517469,"[[0.06680447 0.41340374 0.07308906 0.44670272]
 [0.05099051 0.4292177  0.0543401  0.46545168]
 [0.01411171 0.08614435 0.12578183 0.77396211]
 [0.01063463 0.08962143 0.09469598 0.80504796]]"
57,The brave students delved into the books. They were filled with knowledge.,0.4895566483329674,0.48955664834236245,-3.1997774373503147,2.0581125606239983,1.5833108236008075,"[[0.61945728 0.15573504 0.18070653 0.04410116]
 [0.74139255 0.03379976 0.21434762 0.01046007]
 [0.37414863 0.09203489 0.42601518 0.1078013 ]
 [0.44505856 0.02112496 0.51068161 0.02313487]]"
58,The storm caused trouble for the scheduled flight. It was full of passengers.,0.8632937398062452,0.8632937395535765,-5.002187493864923,4.703506018175348,1.6548030475712254,"[[0.04913063 0.69043754 0.0250056  0.23542622]
 [0.38500344 0.35456473 0.04198197 0.21844986]
 [0.05111533 0.88631465 0.02302091 0.03954912]
 [0.37099406 0.56643591 0.05599135 0.00657868]]"
59,The police identified the criminals in court. They were highly unpredictable and dangerous.,0.4452998072510811,0.44529980725306917,-2.5636846153954744,1.7811992290122771,1.5830610472107218,"[[0.14639942 0.30748337 0.17569762 0.3704196 ]
 [0.00576286 0.44811993 0.00282012 0.54329709]
 [0.01240895 0.04962152 0.30968809 0.62828145]
 [0.0032197  0.05881076 0.00536328 0.93260626]]"
60,The skilled bee approached the symmetrical flower. It was seeking the sweetest nectar.,0.6360097663996752,0.6360097663977895,-3.886634438011567,2.5440390656037155,1.6186254441574068,"[[0.06404685 0.51476654 0.03770274 0.38348388]
 [0.39849782 0.18031557 0.23764408 0.18354253]
 [0.05423204 0.6835273  0.04751754 0.21472311]
 [0.4553767  0.28238265 0.1807652  0.08147545]]"
61,The powerful knife sliced through the parking fence separating the yards. It was a transparent and thin.,0.3062036994558688,0.3062036994609658,-1.7602525588270206,1.3130627854757781,1.5790734384260605,"[[3.68918772e-02 2.96618195e-01 6.83690424e-02 5.98120885e-01]
 [3.94716277e-02 2.94038445e-01 8.31989227e-02 5.83291005e-01]
 [2.95905892e-04 4.94847030e-03 1.04965014e-01 8.89790610e-01]
 [9.91697069e-04 4.25267913e-03 1.21678853e-01 8.73076770e-01]]"
62,The turbulent storm prevented the flight. It was flying to Hawaii.,0.5167613852229552,0.5167613852864621,-3.690402000312783,2.7693840989928336,1.7014649731039846,"[[0.23124125 0.62575518 0.10899379 0.03400979]
 [0.32841165 0.52858477 0.02274134 0.12026223]
 [0.04775669 0.47898095 0.29247835 0.18078401]
 [0.14664087 0.38009677 0.20451213 0.26875023]]"
63,The familia birds ate the tasty seeds. They were a new experience.,0.7363442628403069,0.7363442628400428,-4.236745775877161,3.3767393208674834,1.6065093664485777,"[[0.09670512 0.76205706 0.0257128  0.11552502]
 [0.14191351 0.71684867 0.0076684  0.13356942]
 [0.02424158 0.2331809  0.09817634 0.64440118]
 [0.0666785  0.19074398 0.08290342 0.6596741 ]]"
64,The sniper assassinated the notorious terrorist. He was a precise assassin.,0.31666061720720506,0.31666061748771,-2.1406382334629037,1.2666424699585739,1.5834507540455727,"[[0.61749728 0.23033286 0.11171737 0.04045249]
 [0.82301798 0.02481216 0.14712272 0.00504714]
 [0.47511938 0.1783607  0.25409527 0.09242466]
 [0.63407602 0.01940406 0.33606467 0.01045525]]"
65,The birds nibbled on the seeds. They were bursting with flavor.,0.3515893400584803,0.3515893400819071,-3.4530427708444957,2.0031354956228324,1.5820722747362836,"[[0.48384095 0.11046476 0.33058244 0.07511184]
 [0.56205164 0.03225407 0.38384341 0.02185087]
 [0.54046195 0.12476692 0.27396145 0.06080969]
 [0.62997446 0.0352544  0.3159206  0.01885054]]"
66,The dangerous storm postponed the flight. It was carrying essential supplies.,0.47663387238485666,0.4766338725394751,-2.747519494239907,1.4782643963717474,1.583900904624606,"[[0.01222989 0.09695878 0.1039782  0.78683313]
 [0.04788768 0.06130098 0.38372815 0.50708318]
 [0.05630538 0.42244939 0.05990271 0.46134252]
 [0.20833997 0.27041479 0.22327586 0.29796937]]"
67,The impulsive sailors jumped from the boats. They were tipping over.,0.7749038276388014,0.774903827672403,-4.617895657944354,3.2960145914023253,1.5774987709016783,"[[0.25710418 0.22189416 0.27099398 0.25000767]
 [0.42657118 0.05242716 0.46413582 0.05686584]
 [0.06275979 0.05304339 0.46533838 0.41885845]
 [0.10475366 0.01104952 0.78595334 0.09824348]]"
68,The eager bee descended on the symmetrical flower. It was seeking nectar.,0.6565620765007463,0.6565620763141937,-3.7134525859700864,2.626248306066498,1.5808781221507537,"[[0.11070695 0.4238475  0.09522262 0.37022293]
 [0.44359154 0.0909629  0.38537759 0.08006796]
 [0.17643577 0.68605587 0.0294938  0.10801455]
 [0.7138598  0.14863185 0.11510934 0.02239901]]"
69,The innovative people marched in solidarity against the unjust government. They were taking bribes.,0.6614584071419142,0.6614584071843435,-3.2461982954256245,2.6458336287863156,1.6729464555668985,"[[0.1621927  0.21455436 0.08405903 0.53919391]
 [0.33455576 0.04219129 0.43916837 0.18408457]
 [0.24357468 0.66413545 0.00267705 0.08961282]
 [0.74720625 0.16050389 0.02651789 0.06577197]]"
70,The sailors jumped off the boats. They were avoiding capsizing.,0.5630914049876541,0.5630914050091875,-3.093473845021263,2.252365620039025,1.5812915978651172,"[[0.71367105 0.14738952 0.11475817 0.02418125]
 [0.80927864 0.05178194 0.13083324 0.00810619]
 [0.31131698 0.0657035  0.51711225 0.10586728]
 [0.35505392 0.02196655 0.58505795 0.03792157]]"
71,The people staged a walkout against the government. They were engaging in nepotism.,0.4752350679025791,0.4752350678520376,-3.3393843930564295,1.9009402716149562,1.5656021583742128,"[[0.65920061 0.23967402 0.06122277 0.0399026 ]
 [0.38406656 0.51480807 0.039573   0.06155236]
 [0.48292912 0.19052098 0.23749426 0.08905565]
 [0.26650931 0.40694078 0.15713026 0.16941965]]"
72,The activist people occupied the city center against the unrepresentative government. They were spreading false information.,0.7037508979119991,0.7037508978541828,-3.531022787005192,2.8150035916494964,1.566003052068444,"[[0.50238128 0.13150509 0.32057942 0.04553421]
 [0.12218113 0.51170524 0.12982013 0.2362935 ]
 [0.80285171 0.15290044 0.02010899 0.02413886]
 [0.24318173 0.71257042 0.00881952 0.03542832]]"
73,The knife punctured the fence surrounding the park. It was stuck for a moment.,0.6436800057123907,0.6436800059704497,-3.0527606283030617,2.060284838041092,1.5825646047975845,"[[0.0011266  0.01482661 0.07030373 0.91374307]
 [0.00857725 0.00737596 0.52244717 0.46159962]
 [0.03080114 0.39681901 0.04062918 0.53175066]
 [0.22758104 0.20003912 0.30344338 0.26893646]]"
