,Sentence,CF,SF,CbD,DI,Violation,Distribution
10,The hardworking bee gathered pollen from the lovely flower. It was generating pollen.,0.7040766919768595,0.7040766922950388,-5.605475320978835,4.432926818581273,1.7060071401352674,"[[0.23219007 0.71660708 0.01253039 0.03867247]
 [0.38834134 0.56045581 0.02095725 0.0302456 ]
 [0.19906874 0.61438487 0.04565172 0.14089468]
 [0.33294541 0.48050819 0.07635318 0.11019322]]"
11,The sailors abandoned the ill-designed boats. They were navigating poorly.,0.4440053623956153,0.4440053623962287,-2.442398414409767,1.7760214495849145,1.6299261440272208,"[[1.61451673e-01 2.84262842e-01 2.00779458e-01 3.53506027e-01]
 [7.61794263e-04 4.44952721e-01 9.47358651e-04 5.53338126e-01]
 [2.38913975e-03 4.20648262e-03 3.59841991e-01 6.33562387e-01]
 [1.12729272e-05 6.58434944e-03 1.69787999e-03 9.91706498e-01]]"
12,The hardworking bee gathered pollen from the intricate flower. It was a treasure.,0.11014879368621588,0.11014879378271547,-1.121539905985724,0.5126655154326017,2.0450752660074922,"[[0.73509599 0.16809265 0.07879378 0.01801759]
 [0.85085441 0.05233423 0.09120174 0.00560962]
 [0.67995904 0.15548461 0.13393072 0.03062562]
 [0.78703483 0.04840882 0.15502131 0.00953503]]"
13,The brave students learned from the stimulating books. They were convincing.,0.31399592945857535,0.31399592946407373,-3.760243591409495,2.143192181637888,1.8371991408754171,"[[0.04123561 0.36254421 0.06088838 0.5353318 ]
 [0.25758004 0.14619978 0.38034199 0.21587819]
 [0.03758182 0.33042007 0.06454217 0.56745594]
 [0.23475651 0.13324538 0.40316552 0.22883259]]"
14,The sailors left the navy boats. They were facing the storm.,0.5238511680454576,0.5238511680279883,-3.396057775322175,2.095404672187628,1.6894002113716458,"[[0.0882712  0.38178774 0.09951631 0.43042474]
 [0.31509571 0.15496323 0.35523663 0.17470443]
 [0.02750733 0.11897384 0.16028018 0.69323865]
 [0.09819107 0.0482901  0.57214127 0.28137756]]"
15,The serrated knife scraped the old fence surrounding the garden. It was a separating the yards.,0.6100679598237584,0.6100679597641103,-4.0565827607568945,2.5583091103261935,1.5674530095534485,"[[0.34963415 0.25660326 0.22709395 0.16666864]
 [0.03379648 0.57244093 0.02195145 0.37181114]
 [0.38399473 0.28182116 0.19273336 0.14145074]
 [0.03711786 0.62869803 0.01863007 0.31555403]]"
16,The precision knife cut through the fence surrounding the property. It was separating the fields.,0.8830984444441312,0.8830984444466154,-4.994403298923449,4.215140773779304,1.6478240788689758,"[[0.07008728 0.66626789 0.02509407 0.23855076]
 [0.41653287 0.3198223  0.14913555 0.11450928]
 [0.09311399 0.8851658  0.00206736 0.01965285]
 [0.55338199 0.42489781 0.01228643 0.00943377]]"
17,The activist people held a vigil against the government. They were demanding a voice.,0.36694819220927744,0.36694819233437426,-3.3328430883100495,1.66879559233651,1.7872400756195304,"[[0.02750522 0.33194337 0.04901537 0.59153604]
 [0.17746677 0.18198182 0.31625271 0.3242987 ]
 [0.03393449 0.40953429 0.0425861  0.51394512]
 [0.21894918 0.2245196  0.27477031 0.28176091]]"
18,The diligent birds pecked at the mouth-watering seeds. They were a filling food.,0.9741838869805479,0.9741838870789978,-5.572465411903828,5.001057882336465,1.8284400089102197,"[[1.02449201e-02 4.25573486e-03 6.96269380e-01 2.89229965e-01]
 [1.43365734e-02 1.64081552e-04 9.74347969e-01 1.11513764e-02]
 [3.04107577e-01 1.26326141e-01 4.02406724e-01 1.67159559e-01]
 [4.25563162e-01 4.87055463e-03 5.63121380e-01 6.44490333e-03]]"
19,The police chased the criminals for hours. They were notorious and dangerous.,0.7271916188295343,0.7271916188301581,-5.6294348433424,4.667011104662638,1.6093347354611587,"[[0.15661229 0.74439789 0.01720627 0.08178356]
 [0.163731   0.73727918 0.01798837 0.08100146]
 [0.10799008 0.51329044 0.06582847 0.31289101]
 [0.1128987  0.50838182 0.06882066 0.30989882]]"
20,The sniper took out the terrorist. He was a ruthless assassin.,0.5995621397548803,0.5995621397613825,-5.235521901086155,3.8741535251786727,1.635074875917698,"[[0.23227161 0.03552137 0.63508351 0.09712351]
 [0.18842767 0.07936531 0.51520419 0.21700283]
 [0.29026526 0.04439035 0.57708986 0.08825453]
 [0.23547436 0.09918126 0.4681575  0.19718688]]"
21,The monstrous storm destroyed the flight. It was bringing high winds.,0.5249527920461599,0.5249527920497541,-3.9008707532281903,2.3664049977018546,1.9526544425725139,"[[0.04574814 0.03036371 0.5553165  0.36857165]
 [0.02671006 0.04940179 0.32422167 0.59966648]
 [0.17087263 0.11341065 0.43019202 0.28552471]
 [0.09976402 0.18451925 0.25116771 0.46454901]]"
22,The treacherous storm cancelled the flight. It was flying to Hawaii.,0.6894227003741835,0.6894227003746147,-3.6290859940556195,2.7234050082413392,1.6350646932172015,"[[0.00877941 0.12232731 0.05818442 0.81070886]
 [0.07261634 0.05849038 0.48125567 0.38763762]
 [0.05007656 0.69773852 0.01688727 0.23529765]
 [0.41419384 0.33362124 0.13967816 0.11250675]]"
23,The diligent birds tried the tall seeds. They were fearless.,0.5277227749742546,0.5277227749737112,-3.0293495262182257,2.110891099897252,1.6529812227328782,"[[2.43874634e-01 2.14109261e-01 2.88621457e-01 2.53394648e-01]
 [1.10510703e-02 4.46932825e-01 1.30787526e-02 5.28937352e-01]
 [2.54177202e-03 2.23154381e-03 5.29954319e-01 4.65272365e-01]
 [1.15179266e-04 4.65813657e-03 2.40146436e-02 9.71212041e-01]]"
24,The imaginative bee buzzed around the sweet flower. It was abundant with pollen.,0.4093164805738081,0.4093164809560125,-2.438137438631238,1.923989546437941,1.6777959540173262,"[[0.06332989 0.42830779 0.06548426 0.44287806]
 [0.05525361 0.43638406 0.05713324 0.45122908]
 [0.00137062 0.00926967 0.12744353 0.86191618]
 [0.00119583 0.00944446 0.11119103 0.87816868]]"
25,The diligent birds chose the overlooked seeds. They were a quick snack.,0.7835199119339018,0.7835199120581267,-4.5569915591121815,3.2753814348714183,1.5986223794356798,"[[0.30255466 0.23011582 0.26544126 0.20188826]
 [0.52249433 0.01017615 0.45840165 0.00892787]
 [0.1121088  0.08526727 0.45588712 0.34673681]
 [0.19360539 0.00377068 0.78729059 0.01533334]]"
26,The sniper assassinated the notorious terrorist. He was a precise marksman.,0.9350692952092536,0.9350692952258631,-5.83360926969428,5.2939721828071935,1.5852789922886552,"[[0.35575376 0.00926445 0.61886545 0.01611634]
 [0.27502004 0.08999817 0.47842192 0.15655986]
 [0.03854611 0.00100381 0.9360731  0.02437698]
 [0.02979857 0.00975135 0.72364339 0.23680669]]"
27,The sharp knife scratched the fence effortlessly. It was weak and unstable.,0.517106399049261,0.5171063991026836,-3.2976340316164787,1.8994753182171458,1.9718131951757856,"[[0.10107955 0.40937172 0.09694043 0.3926083 ]
 [0.27019373 0.24025754 0.25912953 0.2304192 ]
 [0.01078306 0.04367136 0.18723691 0.75830866]
 [0.028824   0.02563043 0.50049926 0.44504631]]"
28,The storm devastated the commercial flight. It was putting lives in peril.,0.4747674013057469,0.47476740132317163,-4.134188167271152,2.3012298851636417,1.592305955105797,"[[0.18127984 0.16229686 0.3463457  0.3100776 ]
 [0.15258817 0.19098853 0.2915286  0.36489471]
 [0.0278893  0.02496883 0.49973624 0.44740563]
 [0.02347519 0.02938295 0.42064158 0.52650028]]"
29,The chirpy birds foraged for the seeds. They were seeking new experiences.,0.6255245914991445,0.62552459151674,-3.3576842869220807,2.517973363543563,1.6854246475690666,"[[0.78618801 0.129881   0.07203119 0.0118998 ]
 [0.26615873 0.64991027 0.02438568 0.05954531]
 [0.73994625 0.1222417  0.11827295 0.0195391 ]
 [0.25050389 0.61168405 0.04004052 0.09777153]]"
30,The imaginative bee stopped at the pristine flower. It was collecting essential pollen.,0.598108772757099,0.5981087727616212,-3.899717104001714,2.6858311294430512,1.6236508909740766,"[[0.03899271 0.61842774 0.02031897 0.32226058]
 [0.12625641 0.53116404 0.06579178 0.27678776]
 [0.01574115 0.24965605 0.04357053 0.69103227]
 [0.05096905 0.21442815 0.14107914 0.59352365]]"
31,The serrated knife scraped the construction fence surrounding the park. It was a rotten and weakened.,0.5879472944077471,0.5879472943484656,-3.186147560281988,2.3517891776343953,1.6466622695277653,"[[0.36096283 0.57410804 0.02506441 0.03986472]
 [0.88709399 0.04797688 0.06159773 0.0033314 ]
 [0.13925718 0.22148725 0.24677007 0.3924855 ]
 [0.34223525 0.01850918 0.60645647 0.0327991 ]]"
32,The unwavering people led a protest against the government. They were embezzling public funds.,0.3260374532162107,0.32603745321639854,-3.724128571461253,1.9066994721409507,1.7447111574250584,"[[0.27576758 0.34659355 0.1673314  0.21030748]
 [0.18442034 0.43794079 0.11190334 0.26573553]
 [0.26308399 0.3306524  0.18001499 0.22624862]
 [0.17593815 0.41779824 0.12038553 0.28587808]]"
33,The sailors jumped off the navy boats. They were ignoring the warnings.,0.5457383587976977,0.5457383588244011,-2.933777228954398,2.297045118215561,1.5968833217285272,"[[0.09920187 0.05709371 0.53550496 0.30819947]
 [0.00944737 0.1468482  0.05099818 0.79270625]
 [0.05646889 0.03249957 0.57823793 0.3327936 ]
 [0.00537775 0.08359072 0.0550678  0.85596373]]"
34,The clever bee crawled on the flower. It was producing honey.,0.5766826965176635,0.5766826965027552,-3.495763005800418,2.306730786081971,1.8176937991798128,"[[0.32947794 0.35923442 0.14891908 0.16236856]
 [0.07715621 0.61155615 0.03487345 0.27641419]
 [0.08314414 0.09065322 0.39525288 0.43094976]
 [0.01947046 0.1543269  0.0925592  0.73364344]]"
35,The active bee hovered above the flowering flower. It was an untouched paradise.,0.3196976258136298,0.3196976258110831,-2.479782002271179,1.5453300470235511,1.6510238798776062,"[[0.06663489 0.08725381 0.36637214 0.47973917]
 [0.00718268 0.14670602 0.03949183 0.80661947]
 [0.11977846 0.15684167 0.31322856 0.41015131]
 [0.01291111 0.26370902 0.0337634  0.68961647]]"
36,The graceful birds foraged for the scattered seeds. They were a juicy delight.,0.09027571299675696,0.09027571283685565,-0.9234731281334558,0.29120813299239157,1.98355601691229,"[[0.83746631 0.08457236 0.07081046 0.00715086]
 [0.80348071 0.11855797 0.06793687 0.01002446]
 [0.77134192 0.07789472 0.13693486 0.0138285 ]
 [0.74003973 0.10919691 0.13137784 0.01938552]]"
37,The bee hovered over the flower. It was full of pollen.,0.8160731183856582,0.8160731183880566,-4.502860922865929,3.2642924735522265,2.265198984697678,"[[0.27450569 0.2814436  0.21925462 0.2247961 ]
 [0.54209565 0.01385363 0.43298547 0.01106525]
 [0.07851184 0.08049616 0.41524847 0.42574354]
 [0.1550457  0.0039623  0.82003542 0.02095658]]"
38,The heart pumped energy-providing blood that rejuvenated cells. It was a brain-oxygenating liquid.,0.6552917557878206,0.655291755785634,-3.3735289359065233,2.6211670231425366,2.2657794874612054,"[[5.94457679e-01 2.96887619e-01 7.24641979e-02 3.61905043e-02]
 [8.88016476e-01 3.32882140e-03 1.08248920e-01 4.05782247e-04]
 [2.27402780e-01 1.13570860e-01 4.39519097e-01 2.19507263e-01]
 [3.39700239e-01 1.27340140e-03 6.56565157e-01 2.46120224e-03]]"
39,The durable knife scratched the swimming fence with care. It was sharp and powerful.,0.4213524572469243,0.4213524576171439,-2.154527278935221,1.2763817133365212,1.6346175004888597,"[[0.04206561 0.3168719  0.07512919 0.5659333 ]
 [0.12287335 0.23606416 0.21945183 0.42161066]
 [0.00466929 0.0351728  0.11252552 0.8476324 ]
 [0.01363895 0.02620313 0.32868624 0.63147168]]"
40,The storm obstructed the flight. It was carrying important documents.,0.7839910616604016,0.7839910640253398,-4.384126753175764,3.5062750183921376,1.5954874664622045,"[[0.1668581  0.66337388 0.03411958 0.13564844]
 [0.03839068 0.79184129 0.00785023 0.1619178 ]
 [0.05899808 0.23455729 0.1419796  0.56446503]
 [0.01357427 0.2799811  0.03266664 0.67377799]]"
41,The knife punctured the weak fence effortlessly. It was a precise tool.,0.6123075446602906,0.6123075446683346,-3.40467329243319,2.449230178680501,1.6225170467144623,"[[0.40713695 0.49065817 0.04634842 0.05585646]
 [0.8429452  0.05484992 0.09596077 0.00624411]
 [0.14810761 0.17849082 0.30537776 0.36802381]
 [0.30664521 0.01995321 0.63226076 0.04114082]]"
42,The durable knife sliced through the fence smoothly. It was enclosing the prison yard.,0.47280533957622284,0.47280533961464255,-2.804153119998601,1.565977688620665,2.1102995039986903,"[[0.79073567 0.07763159 0.11986484 0.0117679 ]
 [0.5121524  0.35621486 0.07763538 0.05399736]
 [0.47269827 0.04640782 0.43790224 0.04299167]
 [0.30616243 0.21294366 0.28362535 0.19726856]]"
43,The people took to the streets against the government. They were risking their safety.,0.967313292037609,0.9673132920288459,-5.3943581361439605,4.702971878106419,1.5878333377559133,"[[3.07237602e-01 1.52549629e-01 3.60979306e-01 1.79233463e-01]
 [4.55065041e-01 4.72218975e-03 5.34664579e-01 5.54819062e-03]
 [1.49789691e-02 7.43735848e-03 6.53237939e-01 3.24345733e-01]
 [2.21861034e-02 2.30224211e-04 9.67543516e-01 1.00401562e-02]]"
44,The adventurous students studied the books. They were struggling to stay awake.,0.6659485611649409,0.6659485609250249,-3.495562795931468,2.6637942448967857,1.8177681999792514,"[[0.18686494 0.08111981 0.51043198 0.22158327]
 [0.04014538 0.22783937 0.10965935 0.6223559 ]
 [0.02185911 0.00948924 0.67543781 0.29321384]
 [0.00469613 0.02665222 0.1451086  0.82354305]]"
45,The skilled sailors slid off the unprotected boats. They were suffering structural damage.,0.9259197160452625,0.9259197160468238,-4.655624363032432,3.7630272422308346,1.7482463625816298,"[[0.01864764 0.02429663 0.41558114 0.5414746 ]
 [0.04160715 0.00133711 0.92725683 0.02979891]
 [0.18211193 0.23727974 0.25211684 0.32849148]
 [0.40633349 0.01305819 0.56253049 0.01807783]]"
46,The birds feasted on the crisp seeds. They were savory.,0.7395486484748656,0.7395486484717603,-4.799828046247709,3.6454400356372614,1.700046880836738,"[[0.15794966 0.33456326 0.1627519  0.34473518]
 [0.0961646  0.39634832 0.09908835 0.40839873]
 [0.29979233 0.63500927 0.02090923 0.04428917]
 [0.18252277 0.75227883 0.01273018 0.05246822]]"
47,The students created projects based on the humorous books. They were outdated.,0.7568001486075682,0.7568001486079032,-4.9716120041157374,3.8879278957030614,1.7988784206290744,"[[0.22331204 0.76047936 0.00367921 0.01252939]
 [0.29730557 0.68648582 0.0048983  0.0113103 ]
 [0.11744203 0.39994367 0.10954922 0.37306508]
 [0.15635596 0.36102974 0.14584791 0.33676639]]"
48,The heart beat blood that fought infections. It was a sustaining fluid.,0.9772643784193681,0.97726437859251,-5.327132527833086,4.585970440535517,1.582619138111067,"[[4.47105906e-01 1.11984339e-03 5.50395703e-01 1.37854808e-03]
 [2.76758773e-01 1.71466976e-01 3.40695208e-01 2.11079043e-01]
 [2.01866694e-02 5.05605225e-05 9.77314939e-01 2.44783094e-03]
 [1.24955582e-02 7.74167175e-03 6.04958423e-01 3.74804347e-01]]"
49,The storm battered the scheduled flight. It was putting lives in peril.,0.5056886075981627,0.5056886074849549,-3.8588486368392907,2.0227544303947687,1.606431726131353,"[[0.24413277 0.21856805 0.28349277 0.25380641]
 [0.20549319 0.25720763 0.23862357 0.2986756 ]
 [0.01157449 0.01036245 0.51605105 0.46201202]
 [0.00974256 0.01219437 0.43437421 0.54368886]]"
50,The birds chewed on the tempting seeds. They were bursting with flavor.,0.6824511112506182,0.6824511112659362,-3.4734411547666553,2.7288908804905434,1.6366266551680262,"[[0.57786617 0.06668768 0.31867052 0.03677564]
 [0.18803098 0.45652287 0.10369171 0.25175445]
 [0.87317778 0.10076762 0.0233589  0.0026957 ]
 [0.28412197 0.68982344 0.00760072 0.01845388]]"
51,The winning sniper targeted the brutal terrorist. He was a top assassin.,0.8943295946397514,0.8943295946404292,-5.553096721835638,5.057898258330005,1.582323721097294,"[[0.43142255 0.06590835 0.43605332 0.06661579]
 [0.45336746 0.04396344 0.45823378 0.04443533]
 [0.01498273 0.00228891 0.85249313 0.13023523]
 [0.01574485 0.00152679 0.89585639 0.08687197]]"
52,The passionate people staged a boycott against the government. They were promoting human rights.,0.6650035855093175,0.6650035865250268,-3.621879315381915,2.660014346100107,1.6696979027579009,"[[0.0104065  0.13916322 0.05916972 0.79126056]
 [0.06480304 0.08476668 0.36846005 0.48197023]
 [0.05110929 0.68347052 0.01846693 0.24695326]
 [0.31826632 0.41631349 0.11499677 0.15042342]]"
53,The heart moved brain-enhancing blood with resilience. It was a powerful muscle.,0.9358201690636357,0.9358201690740044,-5.6695914836263235,5.063537242194839,1.607618542471525,"[[1.89622515e-01 1.11025669e-01 4.41089810e-01 2.58262007e-01]
 [3.00199558e-01 4.48625202e-04 6.98308249e-01 1.04356809e-03]
 [3.95378657e-02 2.31497720e-02 5.91174459e-01 3.46137903e-01]
 [6.25940956e-02 9.35420723e-05 9.35913711e-01 1.39865122e-03]]"
54,The fearless heart pumped blood that nourished cells. It was a invigorating liquid.,0.5814063741962159,0.5814063741975133,-2.9880613830084712,2.3256254967900527,1.7368278613727453,"[[6.41890230e-01 3.19749390e-01 2.56053851e-02 1.27549944e-02]
 [9.57963913e-01 3.67570708e-03 3.82137534e-02 1.46626153e-04]
 [2.76858019e-01 1.37913273e-01 3.90637596e-01 1.94591111e-01]
 [4.13185898e-01 1.58539410e-03 5.82991768e-01 2.23693914e-03]]"
55,The knife scraped the fence with power. It was a powerful tool.,0.6102257988827584,0.610225798894113,-3.4093094817983935,2.440903195576452,1.61478757103204,"[[0.17062978 0.17924067 0.31706439 0.33306516]
 [0.3359093  0.01396114 0.62418694 0.02594261]
 [0.44069116 0.4629308  0.04700301 0.04937503]
 [0.86756405 0.03605791 0.09253219 0.00384585]]"
56,The bee collected nectar from the awe-inspiring flower. It was searching for pollen.,0.7061463978920626,0.7061463978913973,-5.441018426194512,4.364681805805009,1.7362341801718721,"[[0.05640436 0.01843027 0.69731565 0.22784972]
 [0.05844442 0.0163902  0.7225366  0.20262877]
 [0.27789351 0.09080244 0.47582649 0.15547756]
 [0.28794454 0.08075141 0.49303648 0.13826757]]"
57,The determined bee rested on the pristine flower. It was in full bloom.,0.5462255016970912,0.5462255016971841,-3.5512571227811107,2.258543696982758,1.5630536790010854,"[[0.01097025 0.18901945 0.04388381 0.75612649]
 [0.12389161 0.07609808 0.49559837 0.30441193]
 [0.02617634 0.45102338 0.02867772 0.49412256]
 [0.29562045 0.18157927 0.32386954 0.19893074]]"
58,The unpredictable storm affected the international flight. It was putting lives in peril.,0.29421672079919836,0.29421672079814354,-3.1377498368001717,1.2347528956631373,1.9784028832964822,"[[0.12315245 0.11025636 0.40447309 0.3621181 ]
 [0.10366077 0.12974805 0.340456   0.42613518]
 [0.22669181 0.20295345 0.30093372 0.26942101]
 [0.19081267 0.2388326  0.2533041  0.31705063]]"
59,The sniper targeted the ruthless terrorist. He was a barbaric drug lord.,0.8984232433071694,0.8984232433304655,-4.829336060658948,4.22323810940219,1.5890685199188221,"[[0.49047423 0.13557857 0.29296485 0.08098235]
 [0.60002766 0.02602514 0.35840214 0.01554506]
 [0.04701148 0.01299508 0.7364276  0.20356584]
 [0.05751207 0.00249448 0.90091773 0.03907571]]"
60,The active bee descended on the rich flower. It was a popular destination.,0.8734091365015005,0.8734091365123268,-5.749008781054222,5.0823668200082,1.6982119486984102,"[[0.06142614 0.01477586 0.74467004 0.17912796]
 [0.07236226 0.00383973 0.87724887 0.04654913]
 [0.3296237  0.07928991 0.47647248 0.11461391]
 [0.38830892 0.02060469 0.56130221 0.02978417]]"
61,The sailors tumbled off the safe boats. They were causing accidents.,0.4150727419944735,0.41507274199368926,-2.48434120752486,1.8658647775129094,1.673995679270572,"[[0.05139345 0.05276257 0.44203413 0.45380985]
 [0.00280819 0.10134783 0.02415319 0.87169079]
 [0.08219454 0.08438419 0.41123304 0.42218823]
 [0.00449119 0.16208754 0.02247019 0.81095108]]"
62,The unyielding heart circulated essential blood that aided digestion. It was a life-invigorating fluid.,0.20160147129794237,0.20160147433806075,-1.3926354201695743,0.878013931718852,2.047673136947542,"[[0.69319174 0.23641606 0.05249019 0.01790201]
 [0.89724389 0.03236391 0.06794153 0.00245068]
 [0.59688331 0.20356965 0.14879862 0.05074842]
 [0.77258552 0.02786744 0.19259989 0.00694715]]"
63,The sniper executed the brutal terrorist. He was a bad human rights violator.,0.8856210379136368,0.8856210378827901,-5.62115079263538,5.1522497181858755,1.5820803699910708,"[[0.42626705 0.05570829 0.45814968 0.05987499]
 [0.43103649 0.05093885 0.46327585 0.05474882]
 [0.00768673 0.00100457 0.87673    0.1145787 ]
 [0.00777273 0.00091856 0.8865396  0.10476911]]"
64,The brave students delved into the books. They were filled with knowledge.,0.7290320742089853,0.7290320742120038,-3.518486208812967,2.674834090737848,1.615396758065226,"[[0.05556635 0.49145764 0.04601302 0.40696299]
 [0.38512107 0.16190292 0.31890851 0.1340675 ]
 [0.00358789 0.03173317 0.09799148 0.86668746]
 [0.02486707 0.01045399 0.67916251 0.28551643]]"
65,The storm caused trouble for the scheduled flight. It was full of passengers.,0.8728105932109022,0.8728105932115424,-4.675628078309851,4.033162281643246,1.6111035888642262,"[[0.06622713 0.73037347 0.01691005 0.18648935]
 [0.52664908 0.26995152 0.13447154 0.06892786]
 [0.07947481 0.87647297 0.00366238 0.04038984]
 [0.63199679 0.32395099 0.02912383 0.01492839]]"
66,The police identified the criminals in court. They were highly unpredictable and dangerous.,0.5893669445161804,0.589366944517193,-3.4060073503557917,2.2008733628835393,1.5769677654514898,"[[0.0904251  0.55269294 0.0501791  0.30670286]
 [0.32392298 0.31919506 0.1797528  0.17712916]
 [0.01306209 0.07983761 0.12754211 0.77955819]
 [0.04679133 0.04610837 0.45688445 0.45021585]]"
67,The skilled bee approached the symmetrical flower. It was seeking the sweetest nectar.,0.38362006348664557,0.38362006351194,-2.7137314586594066,1.5344802540505227,1.6213826594628529,"[[0.10770311 0.14375568 0.32061005 0.42793115]
 [0.05771912 0.19373968 0.17181796 0.57672325]
 [0.01914264 0.02555046 0.40917052 0.54613638]
 [0.01025872 0.03443438 0.21927835 0.73602855]]"
68,The powerful knife sliced through the parking fence separating the yards. It was a transparent and thin.,0.8166738610096,0.8166738610106947,-5.263467398813855,4.2362325447099005,1.6783511412888092,"[[0.10362134 0.05277587 0.55893101 0.28467177]
 [0.15218561 0.00421161 0.82088547 0.02271731]
 [0.27838335 0.14178473 0.384169   0.19566292]
 [0.40885341 0.01131467 0.56421767 0.01561425]]"
69,The turbulent storm prevented the flight. It was flying to Hawaii.,0.4710985995275381,0.47109859954900724,-3.510506732929383,1.9476326944946818,1.689393040067074,"[[0.03603072 0.50203171 0.03093311 0.43100446]
 [0.29801772 0.24004471 0.25585429 0.20608328]
 [0.02043738 0.28476289 0.04652645 0.64827328]
 [0.16904189 0.13615838 0.38483012 0.30996961]]"
70,The familia birds ate the tasty seeds. They were a new experience.,0.3347456862227388,0.33474568652230186,-2.209957634934687,1.3389827460967179,1.921110527388159,"[[0.60503229 0.35798241 0.02323672 0.01374858]
 [0.81577373 0.14724096 0.0313304  0.0056549 ]
 [0.49256965 0.29144108 0.13569937 0.08028991]
 [0.66413873 0.119872   0.18296541 0.03302387]]"
71,The sniper assassinated the notorious terrorist. He was a precise assassin.,0.8861059735354103,0.8861059735355874,-5.796797508340345,5.161013251403537,2.2994158519143304,"[[0.33788126 0.02713695 0.58777464 0.04720715]
 [0.28075943 0.08425878 0.48840612 0.14657567]
 [0.03660962 0.0029403  0.88904628 0.0714038 ]
 [0.03042044 0.00912948 0.73874511 0.22170497]]"
