,Sentence,CF,SF,CbD,DI,Violation,PrDist
41,The skilled sailors slid off the unprotected boats. They were suffering structural damage.,0.7993981116850081,0.799398111572752,-4.274555898608707,3.197592446740032,1.323730300569609,"[[0.05602029 0.00807002 0.80746813 0.12844156]
 [0.02870778 0.03538253 0.40263088 0.53327881]
 [0.54686907 0.08461947 0.31661935 0.05189211]
 [0.27402978 0.35745876 0.15730888 0.21120257]]"
42,The birds feasted on the crisp seeds. They were savory.,0.5790555771812811,0.5790555770510711,-3.9753807621255435,2.3162223092039147,1.3211568235908937,"[[0.18798633 0.28356688 0.21079313 0.31765366]
 [0.27103661 0.20051661 0.30029672 0.22815007]
 [0.39009645 0.58773859 0.00868301 0.01348195]
 [0.55917044 0.4186646  0.01216289 0.01000207]]"
43,The students created projects based on the humorous books. They were outdated.,0.6607801432770474,0.6607801432810058,-3.929408657441904,2.6431205732454974,1.3250617685064334,"[[0.21573465 0.68452054 0.0237404  0.07600441]
 [0.60272243 0.29753276 0.06679341 0.0329514 ]
 [0.10437541 0.33036436 0.13509964 0.43016059]
 [0.29132039 0.14341938 0.37819544 0.18706479]]"
44,The storm battered the scheduled flight. It was putting lives in peril.,0.19789681695949235,0.19789681696335537,-1.3211222875684068,0.8503042344639309,1.2766750446547597,"[[0.54993134 0.20628505 0.1916058  0.05217782]
 [0.7298458  0.02637058 0.2242674  0.01951622]
 [0.69955406 0.23045171 0.04198308 0.02801115]
 [0.88694593 0.04305983 0.06716727 0.00282697]]"
45,The birds chewed on the tempting seeds. They were bursting with flavor.,0.6464595594561832,0.6464595587225006,-4.067126312561306,2.5858382379501768,1.324443986896025,"[[0.30806056 0.01078113 0.65724069 0.02391763]
 [0.18055849 0.1382832  0.38474945 0.29640886]
 [0.56340357 0.02011448 0.40189768 0.01458427]
 [0.32925617 0.25426188 0.23605177 0.18043017]]"
46,The winning sniper targeted the brutal terrorist. He was a top assassin.,0.7895028179106868,0.789502817904506,-3.9189202088677426,3.158011271644196,1.3093728150767365,"[[0.39018455 0.0925358  0.42676132 0.09051832]
 [0.08902173 0.39369863 0.10405258 0.41322706]
 [0.80163018 0.18094695 0.0153157  0.00210717]
 [0.18844579 0.79413133 0.00462851 0.01279436]]"
47,The passionate people staged a boycott against the government. They were promoting human rights.,0.8758289024438892,0.8758289023922933,-6.236514747950214,5.46739688834341,1.21299852872487,"[[1.81168895e-01 5.88657634e-01 9.76373140e-02 1.32536158e-01]
 [7.09658099e-02 6.98860718e-01 1.41569869e-02 2.16016485e-01]
 [2.78328464e-01 6.82623235e-01 4.77744470e-04 3.85705562e-02]
 [7.34225497e-02 8.87529150e-01 1.17002471e-02 2.73480536e-02]]"
48,The heart moved brain-enhancing blood with resilience. It was a powerful muscle.,0.5003015994343731,0.5003015994866185,-3.4721903277354507,2.352204877000043,1.2640771451608708,"[[0.39946792 0.12577595 0.42203525 0.05272088]
 [0.08856578 0.43667809 0.14488618 0.32986995]
 [0.60155076 0.13220279 0.21995241 0.04629403]
 [0.15220925 0.5815443  0.0812427  0.18500374]]"
49,The knife scraped the fence with power. It was a powerful tool.,0.4052242318823598,0.405224231887757,-3.5437002816723147,2.172092471344826,1.4239215756668584,"[[0.44084688 0.0773062  0.33515584 0.14669108]
 [0.14639329 0.37175979 0.08658631 0.39526061]
 [0.30072208 0.0700564  0.47528064 0.15394088]
 [0.12171265 0.24906584 0.11126696 0.51795456]]"
50,The bee collected nectar from the awe-inspiring flower. It was searching for pollen.,0.4272800631177246,0.4272800559438601,-3.1933763167713103,1.709120252472326,1.310701316748819,"[[0.36908678 0.07151802 0.49879809 0.06059711]
 [0.23671998 0.20388483 0.32963905 0.22975615]
 [0.59629532 0.08761853 0.27158955 0.04449661]
 [0.36851641 0.31539744 0.19784262 0.11824354]]"
51,The determined bee rested on the pristine flower. It was in full bloom.,0.6447353564750653,0.6447353562905974,-3.779515919454713,2.578941425900262,1.3097155452152958,"[[0.44440011 0.15659515 0.30011799 0.09888676]
 [0.18112572 0.41986954 0.11781054 0.2811942 ]
 [0.70415311 0.2395185  0.04036498 0.01596341]
 [0.28430921 0.6593624  0.01462705 0.04170134]]"
52,The unpredictable storm affected the international flight. It was putting lives in peril.,0.7975996812637736,0.7975996812637322,-4.138745210772875,3.1903987250550943,1.3284587329453919,"[[0.43952208 0.26159129 0.1856982  0.11318843]
 [0.68397585 0.01713752 0.29221769 0.00666894]
 [0.11148995 0.06710391 0.51373033 0.30767581]
 [0.17386458 0.00472928 0.80232896 0.01907718]]"
53,The sniper targeted the ruthless terrorist. He was a barbaric drug lord.,0.48763449899662525,0.4876344989974335,-3.959945698266952,2.4337027966676663,1.3213749184888075,"[[0.24355689 0.06331311 0.55094761 0.14218238]
 [0.05723833 0.24963167 0.12884047 0.56428952]
 [0.50435355 0.12923717 0.29015095 0.07625833]
 [0.11898383 0.51460688 0.06709497 0.29931431]]"
54,The active bee descended on the rich flower. It was a popular destination.,0.7289907515018608,0.7289907506833317,-3.896654592854224,2.9159630060074426,1.3205776646808614,"[[0.44327897 0.12202102 0.34391932 0.09078069]
 [0.10203614 0.46326385 0.08153964 0.35316037]
 [0.71853693 0.1940296  0.06866136 0.01877211]
 [0.16727048 0.74529604 0.01630529 0.07112818]]"
55,The sailors tumbled off the safe boats. They were causing accidents.,0.644239429302613,0.6442394292997613,-2.5599805366286725,1.8056426145431637,1.3222062667978314,"[[8.79211976e-05 1.49349194e-02 6.46148903e-03 9.78515670e-01]
 [5.93089199e-03 9.09194863e-03 3.77831958e-01 6.07145201e-01]
 [2.88019083e-03 4.55079873e-01 3.66921940e-03 5.38370717e-01]
 [1.75911234e-01 2.82048830e-01 2.07851616e-01 3.34188320e-01]]"
56,The sniper executed the brutal terrorist. He was a bad human rights violator.,0.6691271974408171,0.6691271973762496,-3.6381845687904346,2.6765087897633566,1.3241470361666674,"[[0.7760665  0.13202451 0.07855139 0.0133576 ]
 [0.21699631 0.6910947  0.0219675  0.0699415 ]
 [0.5033755  0.0856272  0.35124239 0.05975491]
 [0.14075596 0.44824674 0.09820785 0.31278945]]"
57,The brave students delved into the books. They were filled with knowledge.,0.4285725981359034,0.4285725978782752,-3.080288084319853,2.0642194797456437,1.328987029085667,"[[0.38812259 0.45197384 0.0724213  0.08748227]
 [0.82068918 0.01940725 0.15590958 0.00399399]
 [0.30696231 0.36761225 0.15358158 0.17184386]
 [0.65762727 0.01694729 0.31897149 0.00645395]]"
58,The storm caused trouble for the scheduled flight. It was full of passengers.,0.34365608198019404,0.3436560817589077,-2.163937504078051,1.553453399910142,1.3464788407604389,"[[0.48392401 0.08166164 0.35888339 0.07553096]
 [0.51173443 0.05385121 0.39750729 0.03690706]
 [0.80695686 0.14699213 0.03585054 0.01020047]
 [0.86498894 0.08896006 0.04425279 0.00179822]]"
59,The police identified the criminals in court. They were highly unpredictable and dangerous.,0.466257157889168,0.46625715788314004,-2.8955293473125385,2.3168436539494843,1.5827075389170626,"[[0.66771264 0.02906732 0.16075415 0.14246589]
 [0.55463335 0.14214661 0.25510036 0.04811968]
 [0.3482695  0.01394013 0.48019728 0.15759309]
 [0.19004017 0.17216946 0.61969355 0.01809683]]"
60,The skilled bee approached the symmetrical flower. It was seeking the sweetest nectar.,0.4157026119594014,0.4157026119752275,-1.9005417172409922,1.662810447921568,1.088379575141146,"[[0.26608259 0.51231923 0.09661662 0.12498155]
 [0.67832658 0.10007525 0.08848233 0.13311584]
 [0.05659702 0.42692335 0.3061022  0.21037744]
 [0.26129936 0.222221   0.50550955 0.01097009]]"
61,The powerful knife sliced through the parking fence separating the yards. It was a transparent and thin.,0.6929995174685124,0.692999517423775,-3.860483413139602,2.771998070332152,1.323299761130329,"[[0.31146094 0.08653628 0.47323891 0.12876387]
 [0.07150833 0.32648889 0.11076805 0.49123473]
 [0.68695813 0.18831776 0.09774172 0.02698239]
 [0.15935167 0.71592422 0.02292471 0.1017994 ]]"
62,The turbulent storm prevented the flight. It was flying to Hawaii.,0.43445744497690575,0.43445744497824246,-3.785065837346948,2.3169759869628996,1.3741594332332048,"[[0.30314315 0.08299296 0.5174504  0.09641349]
 [0.06300625 0.32312986 0.17834331 0.43552058]
 [0.47994164 0.04927952 0.34065191 0.13012692]
 [0.16374352 0.36547764 0.07760603 0.39317281]]"
63,The familia birds ate the tasty seeds. They were a new experience.,0.5216299779688428,0.521629977948963,-1.9503423183723676,1.5321720927751392,1.7475917799867686,"[[0.80759636 0.01064074 0.04323246 0.13853044]
 [0.48307277 0.33516433 0.14562486 0.03613804]
 [0.42129018 0.04649562 0.42953864 0.10267555]
 [0.14743595 0.32034986 0.48126168 0.05095251]]"
64,The sniper assassinated the notorious terrorist. He was a precise assassin.,0.6015481439608114,0.6015481439278061,-3.7498468783915677,2.49613339468715,1.319981424786995,"[[0.17109504 0.04168567 0.63812301 0.14909628]
 [0.03830386 0.17447685 0.14688084 0.64033845]
 [0.17089961 0.03677029 0.63831844 0.15401166]
 [0.0413178  0.1663521  0.1438669  0.6484632 ]]"
65,The birds nibbled on the seeds. They were bursting with flavor.,0.9275558207207286,0.92755582071785,-5.197334599257404,4.3092387293980465,1.323908155613442,"[[1.23938582e-02 7.71841033e-04 9.28327662e-01 5.85066390e-02]
 [7.36352088e-03 5.80217837e-03 5.49130933e-01 4.37703367e-01]
 [3.82568954e-01 2.41716385e-02 5.58152566e-01 3.51068416e-02]
 [2.26415147e-01 1.80325446e-01 3.30079308e-01 2.63180100e-01]]"
66,The dangerous storm postponed the flight. It was carrying essential supplies.,0.11284359002181787,0.11284359035205205,-2.3293668891293944,0.4513743614087065,1.3250544967099298,"[[0.12198389 0.25290718 0.21283819 0.41227074]
 [0.13908205 0.23580902 0.24682787 0.37828106]
 [0.14419632 0.30346934 0.19062575 0.36170859]
 [0.17443324 0.27323242 0.21147668 0.34085766]]"
67,The impulsive sailors jumped from the boats. They were tipping over.,0.2339696112734988,0.23396961132379157,-1.6183325330049254,1.0178102637747384,1.3671910436616805,"[[0.60821282 0.22110979 0.11096583 0.05971155]
 [0.80600187 0.02332074 0.16762935 0.00304804]
 [0.64923017 0.26033839 0.06994848 0.02048295]
 [0.88604999 0.02351858 0.08758123 0.00285021]]"
68,The eager bee descended on the symmetrical flower. It was seeking nectar.,0.5813113633628206,0.5813113633716223,-3.315439764193802,2.3252454535092917,1.3945788790964158,"[[0.10261761 0.27275089 0.16180896 0.46282254]
 [0.30239479 0.07297371 0.5433083  0.0813232 ]
 [0.17791011 0.66782783 0.08651646 0.0677456 ]
 [0.69557885 0.15015908 0.15012423 0.00413783]]"
69,The innovative people marched in solidarity against the unjust government. They were taking bribes.,0.2729239013782303,0.2729239013265883,-1.7401308506741213,1.1223817018991251,1.2691518042263747,"[[0.00767152 0.04330083 0.3003535  0.64867415]
 [0.00404449 0.04692786 0.02338511 0.92564254]
 [0.09200034 0.13004235 0.21602468 0.56193263]
 [0.004249   0.21779369 0.0231806  0.75477671]]"
70,The sailors jumped off the boats. They were avoiding capsizing.,0.6376866666429477,0.6376866666422528,-5.3830987034628075,4.0294122697078905,1.3893211490367705,"[[0.14851301 0.05325185 0.54971446 0.24852068]
 [0.09737654 0.10438832 0.47405472 0.32418042]
 [0.03125689 0.02928392 0.66697058 0.27248862]
 [0.0387325  0.02180831 0.53269876 0.40676044]]"
71,The people staged a walkout against the government. They were engaging in nepotism.,0.7308008632822907,0.7308008632755485,-4.111908880055882,3.2094489442098926,1.2891685640553079,"[[0.65244613 0.1247829  0.19634428 0.02642669]
 [0.71436461 0.06286442 0.19637483 0.02639614]
 [0.14711987 0.03281871 0.70167053 0.11839089]
 [0.16914258 0.010796   0.74159686 0.07846456]]"
72,The activist people occupied the city center against the unrepresentative government. They were spreading false information.,0.7178636003577294,0.7178636003762581,-4.003221622501075,3.017937229792153,1.3153130300566698,"[[0.03741093 0.1512477  0.18786841 0.62347296]
 [0.14005101 0.04860762 0.63005505 0.18128632]
 [0.01502456 0.0372179  0.21025478 0.73750276]
 [0.04264841 0.00959405 0.72745765 0.22029989]]"
73,The knife punctured the fence surrounding the park. It was stuck for a moment.,0.5739881653926612,0.5739881653887047,-3.581983212477118,2.295952661574657,1.4373325956516514,"[[0.20903306 0.03735513 0.61134329 0.14226852]
 [0.0740477  0.17234048 0.32821812 0.4253937 ]
 [0.55056314 0.14201833 0.26981321 0.03760532]
 [0.23764402 0.45493745 0.1646218  0.14279673]]"
