,Unnamed: 0,Sentence,CF,SF,CbD,DI,Distribution,Entropy
27,27,The chirpy birds foraged for the seeds. They were seeking new experiences.,0.4062346041143191,0.4062346098624967,-3.0577378245003306,1.624938440215824,"[[0.57516978 0.28064208 0.11618479 0.02800334]
 [0.40702967 0.44878219 0.04254758 0.10164055]
 [0.43568967 0.14147632 0.25566491 0.1671691 ]
 [0.30649094 0.27067505 0.14308631 0.2797477 ]]",(0.171035212844+0j)
28,28,The imaginative bee stopped at the pristine flower. It was collecting essential pollen.,0.6085233432633821,0.608523343251131,-3.468199556314652,2.4340933730803824,"[[0.1682705  0.50335399 0.05098348 0.27739203]
 [0.50929843 0.16232606 0.20626471 0.1221108 ]
 [0.04286093 0.06417886 0.17639305 0.71656716]
 [0.08807794 0.01896185 0.6274852  0.26547501]]",(0.805253866754-0j)
29,29,The serrated knife scraped the construction fence surrounding the park. It was a rotten and weakened.,0.7879820249459234,0.7879820249481221,-4.267536829377485,3.574840770421524,"[[0.00430833 0.84419102 0.05620899 0.09529165]
 [0.28170734 0.56679201 0.0143419  0.13715875]
 [0.00982427 0.39195314 0.05069306 0.54752953]
 [0.21364925 0.18812816 0.08239999 0.5158226 ]]",(0.114306173167-0j)
30,30,The unwavering people led a protest against the government. They were embezzling public funds.,0.5854602846565804,0.585460284528962,-3.0555640409575053,2.165074483845925,"[[0.82954793 0.05996445 0.07985927 0.03062835]
 [0.3357418  0.55377058 0.03239677 0.07809084]
 [0.62446675 0.07932375 0.28494045 0.01126905]
 [0.21345929 0.49033121 0.15467928 0.14153022]]",(0.362281099694+0j)
31,31,The sailors jumped off the navy boats. They were ignoring the warnings.,0.6973454069547789,0.6973454069858418,-3.373832210972842,2.7893816279433667,"[[0.11425818 0.7385338  0.04118839 0.10601962]
 [0.63049666 0.22229533 0.1008905  0.04631751]
 [0.13277255 0.36117567 0.02267402 0.48337775]
 [0.43021172 0.06373651 0.30117545 0.20487633]]",(0.004107498564+0j)
32,32,The clever bee crawled on the flower. It was producing honey.,0.7673982598342173,0.7673982600325293,-4.325621108659015,4.088235272538645,"[[0.36553863 0.16323786 0.41789842 0.05332509]
 [0.51518693 0.01358956 0.32060641 0.1506171 ]
 [0.01595588 0.05243919 0.76748116 0.16412376]
 [0.044871   0.02352408 0.79092234 0.14068259]]",(0.920260497782+0j)
33,33,The active bee hovered above the flowering flower. It was an untouched paradise.,0.6601872323522806,0.660187232353574,-3.722780830512062,2.640748929414782,"[[0.35830367 0.13700286 0.36343441 0.14125906]
 [0.11262861 0.38267793 0.17474982 0.32994364]
 [0.67419158 0.27337408 0.0475465  0.00488784]
 [0.25645224 0.69111342 0.03092619 0.02150815]]",(0.500888442481+0j)
34,34,The graceful birds foraged for the scattered seeds. They were a juicy delight.,0.8845468084283064,0.8845468084284884,-4.40320292866089,3.791040383796389,"[[0.01010945 0.00522747 0.88977428 0.0948888 ]
 [0.00929245 0.00604447 0.35846071 0.62620236]
 [0.26724957 0.0372903  0.63263416 0.06282596]
 [0.08939767 0.21514221 0.27835549 0.41710463]]",(0.403666728443+0j)
35,35,The bee hovered over the flower. It was full of pollen.,0.669518924392995,0.6695189246137765,-3.654396006692662,2.678075698667052,"[[0.60540647 0.2236639  0.14260795 0.02832168]
 [0.81554908 0.01352129 0.15833484 0.01259479]
 [0.20379511 0.10056989 0.54421931 0.15141569]
 [0.302807   0.001558   0.67107692 0.02455808]]",(0.97543947812-0j)
36,36,The durable knife scratched the swimming fence with care. It was sharp and powerful.,0.7036373850116502,0.7036373850258479,-3.854860957583445,2.8791489061552573,"[[0.17441591 0.65595329 0.03837488 0.13125592]
 [0.67130357 0.15906563 0.14291579 0.02671501]
 [0.19155542 0.72487276 0.02123537 0.06233645]
 [0.74649649 0.16993169 0.06772287 0.01584895]]",(0.951563520056-0j)
37,37,The storm obstructed the flight. It was carrying important documents.,0.6939603383161224,0.6939603383269008,-3.5668655103838733,2.6504011923444386,"[[0.03319024 0.67413101 0.01153072 0.28114803]
 [0.35484549 0.35247576 0.14505322 0.14762553]
 [0.00607981 0.10761337 0.03864114 0.84766568]
 [0.05674075 0.05695243 0.44315797 0.44314885]]",(0.3975341594+0j)
38,38,The knife punctured the weak fence effortlessly. It was a precise tool.,0.7416270688339801,0.7416270688347777,-3.649794815286092,2.96650827533911,"[[0.69841036 0.26004508 0.02399979 0.01754477]
 [0.21194707 0.74650837 0.0048813  0.03666325]
 [0.42327889 0.22702625 0.29913126 0.0505636 ]
 [0.10113955 0.54916559 0.11568882 0.23400604]]",(0.924543157938+0j)
39,39,The durable knife sliced through the fence smoothly. It was enclosing the prison yard.,0.929242567363844,0.9292425673641352,-5.501502421398951,5.007624483584471,"[[0.00374861 0.0405368  0.67462605 0.28108853]
 [0.02769177 0.01659364 0.94583621 0.00987838]
 [0.23116853 0.12454258 0.44720613 0.19708275]
 [0.34101102 0.01470009 0.63251696 0.01177193]]",(0.54472592595+0j)
40,40,The people took to the streets against the government. They were risking their safety.,0.5302616646367067,0.5302616645859536,-3.277573890739724,2.2245025970016656,"[[0.1657133  0.20552009 0.27148159 0.35728502]
 [0.33686293 0.03437046 0.56463213 0.06413448]
 [0.40648054 0.5208785  0.03071435 0.04192661]
 [0.83736066 0.08999838 0.06413439 0.00850657]]",(0.952704979392+0j)
41,41,The adventurous students studied the books. They were struggling to stay awake.,0.6066396078704086,0.6066396078699542,-3.3784559306475033,2.8526643152871936,"[[0.56637031 0.16070832 0.26825743 0.00466394]
 [0.68331935 0.04375928 0.15028575 0.12263562]
 [0.11351612 0.11447201 0.72111162 0.05090025]
 [0.19749669 0.03049144 0.63610841 0.13590346]]",(0.317601018413-0j)
42,42,The skilled sailors slid off the unprotected boats. They were suffering structural damage.,0.5228305631011475,0.5228305631128004,-3.246457506184771,2.1467238825238963,"[[0.62995313 0.15651136 0.17036176 0.04317375]
 [0.75168204 0.03478245 0.20443626 0.00909926]
 [0.34524694 0.08804079 0.45506795 0.11164432]
 [0.41503614 0.01825159 0.54108216 0.02563011]]",(0.9587485573+0j)
43,43,The birds feasted on the crisp seeds. They were savory.,0.7813270217911948,0.7813270217912627,-3.963868696315171,3.12530808716505,"[[0.11565239 0.36399528 0.13598821 0.38436412]
 [0.36791404 0.11173363 0.4348842  0.08546813]
 [0.00129238 0.02017884 0.25034822 0.72818056]
 [0.00981201 0.01165921 0.79298623 0.18554255]]",(0.000301889037+0j)
44,44,The students created projects based on the humorous books. They were outdated.,0.6689719467912677,0.6689719467940647,-3.6197476564952527,2.6758877871762587,"[[0.02056924 0.12822119 0.23407922 0.61713036]
 [0.11260687 0.03618355 0.7051555  0.14605408]
 [0.07276628 0.33492475 0.18188218 0.41042679]
 [0.29661446 0.11107658 0.52114791 0.07116106]]",(0.961230453896+0j)
45,45,The storm battered the scheduled flight. It was putting lives in peril.,0.5710492295890137,0.5710492295924152,-2.80249172309134,2.284196918373813,"[[0.09408372 0.01341633 0.58446556 0.30803439]
 [0.05582421 0.05167584 0.09674219 0.79575776]
 [0.4699976  0.0815753  0.20855168 0.23987542]
 [0.1428275  0.40874539 0.0097389  0.43868821]]",(0.02520442506+0j)
46,46,The birds chewed on the tempting seeds. They were bursting with flavor.,0.3929588110052078,0.3929588109598236,-2.84318515036777,1.5718352440225645,"[[0.33962909 0.22667905 0.15669554 0.27699631]
 [0.05931626 0.50699189 0.11403308 0.31965877]
 [0.13499672 0.23919081 0.36132792 0.26448455]
 [0.01069046 0.36349707 0.16265887 0.46315359]]",(0.715691811762+0j)
47,47,The winning sniper targeted the brutal terrorist. He was a top assassin.,0.800481808023121,0.8004818080071887,-4.243847121230672,3.2019272320944343,"[[0.11769809 0.80191857 0.00143676 0.07894659]
 [0.41899766 0.50061899 0.04031415 0.0400692 ]
 [0.0675054  0.28598722 0.05162944 0.59487793]
 [0.1702181  0.18327453 0.28909371 0.35741366]]",(0.996906391329+0j)
48,48,The passionate people staged a boycott against the government. They were promoting human rights.,0.8659198896518019,0.865919889652898,-4.623384134816854,3.8676214091165857,"[[0.03029694 0.88432926 0.01840937 0.06696443]
 [0.23212366 0.68250254 0.00483646 0.08053734]
 [0.00520975 0.33273583 0.04349656 0.61855786]
 [0.11535716 0.22258842 0.12160295 0.54045147]]",(0.913418832031+0j)
49,49,The heart moved brain-enhancing blood with resilience. It was a powerful muscle.,0.9413268306141416,0.941326830614182,-5.854356348189814,5.339755307645454,"[[2.52334414e-02 9.41602514e-01 2.75683072e-04 3.28883619e-02]
 [3.69730601e-01 5.97105354e-01 1.06039894e-02 2.25600555e-02]
 [1.68638886e-02 7.57082699e-01 8.64523588e-03 2.17408177e-01]
 [2.90832592e-01 4.83113995e-01 8.95019991e-02 1.36551414e-01]]",(0.64754778076+0j)
50,50,The knife scraped the fence with power. It was a powerful tool.,0.4941487872588063,0.4941488103257428,-3.2997206014959666,1.9765952413227472,"[[0.68733664 0.15634053 0.10082295 0.05549988]
 [0.31836325 0.52531393 0.03116512 0.1251577 ]
 [0.44581823 0.13610003 0.34234136 0.07574038]
 [0.22450488 0.35741338 0.12502348 0.29305825]]",(0.027886757331+0j)
51,51,The bee collected nectar from the awe-inspiring flower. It was searching for pollen.,0.6444336206563263,0.6444336207398147,-3.243436535864741,2.577734482968675,"[[0.24604561 0.06152586 0.560659   0.13176953]
 [0.29370186 0.01386961 0.65830323 0.03412531]
 [0.73088867 0.17661736 0.07581594 0.01667803]
 [0.8645527  0.04295332 0.08745238 0.00504159]]",(0.207939778247-0j)
52,52,The determined bee rested on the pristine flower. It was in full bloom.,0.1975165937377678,0.1975165937441023,-1.4958391301469025,0.961582741202304,"[[0.2388942  0.21574917 0.01823257 0.52712406]
 [0.2087498  0.24589357 0.1303213  0.41503533]
 [0.15451631 0.05973137 0.10261046 0.68314185]
 [0.02395427 0.19029341 0.31511683 0.47063548]]",(0.990982428596+0j)
53,53,The unpredictable storm affected the international flight. It was putting lives in peril.,0.6384902159350716,0.6384902161629324,-3.380879922773029,2.633131551148868,"[[0.7817287  0.10868851 0.08045949 0.0291233 ]
 [0.23868731 0.6517299  0.01323969 0.0963431 ]
 [0.74943538 0.13254548 0.11275281 0.00526633]
 [0.20418308 0.67779778 0.04774392 0.07027522]]",(0.413413903773+0j)
54,54,The sniper targeted the ruthless terrorist. He was a barbaric drug lord.,0.6618246247517254,0.6618246247522416,-2.97499366292859,2.118045560158719,"[[0.02132194 0.082266   0.0432803  0.85313175]
 [0.05642919 0.04715875 0.53768444 0.35872761]
 [0.00914459 0.43639893 0.05545765 0.49899883]
 [0.20964234 0.23590118 0.38447129 0.16998518]]",(0.390545852523-0j)
55,55,The active bee descended on the rich flower. It was a popular destination.,0.3374286694344599,0.337428669511681,-2.2573180690612933,1.489314237270827,"[[0.05227318 0.32656386 0.12384619 0.49731677]
 [0.10258558 0.27625147 0.14121948 0.47994348]
 [0.00357044 0.00293804 0.17254893 0.82094259]
 [0.00442974 0.00207874 0.23937532 0.7541162 ]]",(0.02585975816-0j)
56,56,The sailors tumbled off the safe boats. They were causing accidents.,0.533828680519223,0.5338286805185518,-3.597746147774072,2.13531472207847,"[[0.06682932 0.15182156 0.2278564  0.55349272]
 [0.16774027 0.05091061 0.58473929 0.19660983]
 [0.18062173 0.43723595 0.11406399 0.26807833]
 [0.46722476 0.15063292 0.2852548  0.09688753]]",(0.001997875011+0j)
57,57,The sniper executed the brutal terrorist. He was a bad human rights violator.,0.574322157110343,0.5743221576568767,-2.902724390227633,2.2546056647423836,"[[0.0435978  0.57074734 0.02747605 0.35817881]
 [0.12881267 0.48553247 0.08174459 0.30391027]
 [0.00359275 0.04710097 0.0674811  0.88182517]
 [0.01041369 0.04028003 0.20014358 0.7491627 ]]",(0.891505016264+0j)
58,58,The brave students delved into the books. They were filled with knowledge.,0.5374263157351966,0.5374263157353079,-2.8410438989444806,2.149705262941231,"[[0.28497575 0.16536062 0.28655879 0.26310483]
 [0.4433847  0.00695167 0.54437799 0.00528564]
 [0.56396323 0.40186488 0.00757131 0.02660058]
 [0.95897371 0.00685439 0.02878897 0.00538292]]",(0.946822968143-0j)
59,59,The storm caused trouble for the scheduled flight. It was full of passengers.,0.411188813068061,0.411188813079973,-3.660424141488228,2.3820926940846356,"[[0.21423008 0.09884009 0.50468342 0.18224641]
 [0.21631803 0.09675214 0.45927379 0.22765605]
 [0.64644404 0.2621493  0.07246946 0.0189372 ]
 [0.61607031 0.29252303 0.05952151 0.03188515]]",(0.338155921066+0j)
60,60,The police identified the criminals in court. They were highly unpredictable and dangerous.,0.8865925079700978,0.8865925082531938,-5.99422999965461,5.658190445691879,"[[0.22157496 0.7308891  0.02475685 0.02277909]
 [0.06087872 0.89158535 0.00499284 0.0425431 ]
 [0.2037288  0.57055811 0.04260301 0.18311007]
 [0.02362063 0.75066629 0.04225093 0.18346216]]",(0.836854738895+0j)
61,61,The skilled bee approached the symmetrical flower. It was seeking the sweetest nectar.,0.68307716853044,0.6830771687446844,-3.730579048831976,2.732308674979032,"[[0.33504212 0.09744505 0.43753899 0.12997384]
 [0.07387119 0.35861598 0.14183134 0.4256815 ]
 [0.68092834 0.21785136 0.09165277 0.00956754]
 [0.16977232 0.72900737 0.04593021 0.0552901 ]]",(0.994703435093+0j)
62,62,The powerful knife sliced through the parking fence separating the yards. It was a transparent and thin.,0.5871162609805765,0.5871162610448177,-2.7964248668304306,2.0443509158500612,"[[0.02248723 0.51794741 0.00685968 0.45270568]
 [0.19229372 0.34814092 0.13401106 0.3255543 ]
 [0.01137056 0.04661197 0.01797635 0.92404112]
 [0.01509177 0.04289075 0.311213   0.63080447]]",(0.040998972739+0j)
63,63,The turbulent storm prevented the flight. It was flying to Hawaii.,0.3021139056171726,0.302113905621814,-1.9345986915789424,1.345475124214198,"[[0.58392827 0.31183287 0.06998399 0.03425488]
 [0.8877156  0.00804554 0.10256544 0.00167342]
 [0.4422712  0.26911049 0.21164106 0.07697725]
 [0.70938861 0.00199307 0.28089243 0.00772589]]",(0.788737508481-0j)
64,64,The familia birds ate the tasty seeds. They were a new experience.,0.4139033713071677,0.4139033713831729,-3.776152337988469,2.4110537565421275,"[[0.59054537 0.06250255 0.31160389 0.03534819]
 [0.19772897 0.45531895 0.10165685 0.24529523]
 [0.64411088 0.0653722  0.25803838 0.03247854]
 [0.21846269 0.49102039 0.08092313 0.20959379]]",(0.457207034527+0j)
65,65,The sniper assassinated the notorious terrorist. He was a precise assassin.,0.7153481122013805,0.7153481122018255,-4.916732092361146,3.5683823324062627,"[[0.26434899 0.71965087 0.00430276 0.01169738]
 [0.42406637 0.55993349 0.00690206 0.00909808]
 [0.16324315 0.44447275 0.1054086  0.28687551]
 [0.26191947 0.34579643 0.16904896 0.22323514]]",(0.01427108933-0j)
66,66,The birds nibbled on the seeds. They were bursting with flavor.,0.6439612753081302,0.6439612752749689,-4.468151355838783,3.4489153748347667,"[[0.20831719 0.41703982 0.19877225 0.17587075]
 [0.08326299 0.54209401 0.01123122 0.36341177]
 [0.23803958 0.50041591 0.16904986 0.09249465]
 [0.03726015 0.70119534 0.05723406 0.20431045]]",(0.953876399679+0j)
67,67,The dangerous storm postponed the flight. It was carrying essential supplies.,0.8718512710506114,0.8718512710732073,-4.322194368667558,3.4874050842928295,"[[0.1112965  0.87364986 0.00179859 0.01325505]
 [0.69002223 0.29492413 0.01086639 0.00418725]
 [0.0571134  0.45889048 0.05598169 0.42801443]
 [0.35940862 0.15659526 0.34148    0.14251612]]",(0.448179813549+0j)
68,68,The impulsive sailors jumped from the boats. They were tipping over.,0.2880565804868878,0.2880565804844089,-3.24405731892732,1.8239554202698307,"[[0.11711341 0.35748072 0.07372498 0.45168089]
 [0.2891563  0.18543783 0.35767095 0.16773492]
 [0.13146825 0.34742672 0.05937014 0.46173489]
 [0.35528252 0.12361245 0.29154472 0.22956031]]",(0.658090652658+0j)
69,69,The eager bee descended on the symmetrical flower. It was seeking nectar.,0.6922823282631154,0.6922823288900138,-3.6734371401680654,2.7691293155605323,"[[0.4043683  0.14770025 0.31510797 0.13282349]
 [0.08871244 0.46335611 0.0624408  0.38549065]
 [0.02182241 0.00537153 0.69765385 0.27515221]
 [0.0058865  0.02130743 0.14526674 0.82753933]]",(0.153048867544-0j)
70,70,The innovative people marched in solidarity against the unjust government. They were taking bribes.,0.5584006136993176,0.5584006137110132,-3.467118374785743,2.2336024548456557,"[[0.20119893 0.3331425  0.12132065 0.34433791]
 [0.35782448 0.17651695 0.2646645  0.20099406]
 [0.27822737 0.60269283 0.04429222 0.07478759]
 [0.56765539 0.31326481 0.05483359 0.06424621]]",(0.703275279934-0j)
71,71,The sailors jumped off the boats. They were avoiding capsizing.,0.4244420974063043,0.4244420974161642,-2.766867717475708,1.8891210296782193,"[[0.29009751 0.35877971 0.03265735 0.31846542]
 [0.13282663 0.5160506  0.0916085  0.25951427]
 [0.15826806 0.21232496 0.1644868  0.46492017]
 [0.15837227 0.21222075 0.06606285 0.56334412]]",(0.301431959414+0j)
72,72,The people staged a walkout against the government. They were engaging in nepotism.,0.3403433447403086,0.3403433448009001,-2.258115357468875,1.592908365889396,"[[0.03549241 0.34079565 0.2829119  0.34080004]
 [0.15552898 0.22075908 0.56110242 0.06260952]
 [0.03557908 0.46609698 0.28282523 0.21549871]
 [0.22899356 0.2726825  0.48763784 0.0106861 ]]",(0.070785852257-0j)
