,Unnamed: 0,Sentence,CF,SF,CbD,DI,Violation,Distribution,Entropy
36,36,The storm obstructed the flight. It was carrying important documents.,0.4450340341816028,0.4450340341816697,-2.3917178638411887,1.780617399863023,1.5819438800177452,"[[0.76452236 0.19243018 0.03438305 0.00866441]
 [0.91563887 0.04131367 0.04119336 0.00185411]
 [0.40886352 0.10293467 0.39004189 0.09815992]
 [0.48971194 0.02208625 0.46712029 0.02108152]]",(0.375616471847+0j)
37,37,The knife punctured the weak fence effortlessly. It was a precise tool.,0.4626237725121978,0.4626237727874587,-2.5667485379753434,1.8504950911720184,1.5820642414138932,"[[0.01351182 0.05693485 0.17933078 0.75022256]
 [0.00470827 0.06573839 0.06257675 0.86697659]
 [0.10182056 0.42808823 0.09102204 0.37906917]
 [0.03581475 0.49409404 0.03147027 0.43862094]]",(0.491632749272+0j)
38,38,The durable knife sliced through the fence smoothly. It was enclosing the prison yard.,0.5869361556503652,0.5869361556504074,-3.2301962117212395,2.3477446226016263,1.5854938426918803,"[[0.24448795 0.14375877 0.39036483 0.22138845]
 [0.38059327 0.00765345 0.59458961 0.01716367]
 [0.57143346 0.32549151 0.06341931 0.03965571]
 [0.87583672 0.02108826 0.09934616 0.00372886]]",(0.077297221397+0j)
39,39,The people took to the streets against the government. They were risking their safety.,0.6685123331999123,0.6685123333099403,-4.953330112766242,3.8327158272824216,1.5536454913297364,"[[0.48858101 0.03965085 0.40494751 0.06682063]
 [0.41528483 0.11294703 0.40261365 0.06915449]
 [0.20723433 0.01778185 0.68629418 0.08868963]
 [0.18913008 0.0358861  0.6287684  0.14621541]]",(0.072719603074-0j)
40,40,The adventurous students studied the books. They were struggling to stay awake.,0.625078949004424,0.6250789490958705,-3.0865287266340973,2.500315796383481,1.564479390194781,"[[0.47343472 0.18514032 0.32164041 0.01978456]
 [0.26625668 0.39231836 0.28165163 0.05977333]
 [0.03366729 0.13632889 0.76140784 0.06859598]
 [0.03796847 0.13202771 0.50993984 0.32006399]]",(0.214161416776+0j)
41,41,The skilled sailors slid off the unprotected boats. They were suffering structural damage.,0.8483502499400752,0.8483502499401487,-6.364498712863241,5.728757797802212,1.5819711578985618,"[[0.08244307 0.01908099 0.72962146 0.16885448]
 [0.09643566 0.00508839 0.85343864 0.0450373 ]
 [0.18533165 0.04289368 0.62673288 0.14504179]
 [0.21678652 0.01143881 0.73308779 0.03868688]]",(0.90166351862-0j)
42,42,The birds feasted on the crisp seeds. They were savory.,0.3061691716848315,0.3061691716850745,-1.7983457374212424,1.285208791260651,1.5805821701609153,"[[0.71049565 0.2771598  0.00799151 0.00435304]
 [0.96133014 0.02632531 0.01119229 0.00115226]
 [0.48480907 0.18154418 0.23367809 0.09996866]
 [0.64487693 0.02147633 0.3276455  0.00600124]]",(0.503361980604-0j)
43,43,The students created projects based on the humorous books. They were outdated.,0.5251282185092818,0.5251282206284471,-3.6044843836528657,2.1005128825143315,1.57658033353989,"[[0.08873325 0.18638995 0.20994789 0.51492892]
 [0.22478846 0.05033474 0.57546296 0.14941385]
 [0.12462981 0.2829101  0.17405133 0.41840876]
 [0.32309918 0.08444073 0.47715224 0.11530785]]",(0.801229999135+0j)
44,44,The storm battered the scheduled flight. It was putting lives in peril.,0.4423283047349166,0.4423283047335097,-3.657083516350008,1.9472643665847056,1.5866007724520927,"[[0.10525578 0.51100925 0.06868094 0.31505402]
 [0.40846043 0.2078046  0.25229239 0.13144258]
 [0.09010411 0.44587105 0.08383262 0.38019222]
 [0.35046722 0.18550795 0.3102856  0.15373923]]",(0.997549162512+0j)
45,45,The birds chewed on the tempting seeds. They were bursting with flavor.,0.3170666394578695,0.3170666396387886,-2.277200556745547,1.2775727909013104,1.5826297591370448,"[[0.51118538 0.12177913 0.2967862  0.07024929]
 [0.60196693 0.03099758 0.34806422 0.01897127]
 [0.64786794 0.15777708 0.16010363 0.03425135]
 [0.76711973 0.03852529 0.18291142 0.01144357]]",(0.95633178952-0j)
46,46,The winning sniper targeted the brutal terrorist. He was a top assassin.,0.8630218487083505,0.8630218487133297,-6.190577882192752,5.599457271428326,1.5818673131370926,"[[0.12482825 0.05038562 0.58722809 0.23755804]
 [0.17215447 0.0030594  0.81049168 0.01429446]
 [0.08516233 0.03446196 0.626894   0.2534817 ]
 [0.11756203 0.00206226 0.86508411 0.0152916 ]]",(0.979507208155-0j)
47,47,The passionate people staged a boycott against the government. They were promoting human rights.,0.6684462704383316,0.668446270456049,-3.719075162000205,2.673785081895616,1.5673913502025618,"[[0.58905538 0.28997057 0.09019541 0.03077864]
 [0.16264228 0.71638367 0.04793739 0.07303666]
 [0.24376241 0.16707397 0.43548838 0.15367524]
 [0.06538926 0.34544712 0.14519042 0.4439732 ]]",(0.120079706639-0j)
48,48,The heart moved brain-enhancing blood with resilience. It was a powerful muscle.,0.7497476555915736,0.7497476555835652,-4.329610764959571,3.176726979932047,1.5917841624177886,"[[0.16481762 0.52215295 0.07822532 0.23480411]
 [0.44884829 0.23812228 0.19368819 0.11934124]
 [0.24110672 0.75168388 0.00193622 0.00527318]
 [0.63653817 0.35625243 0.00599831 0.00121109]]",(0.396699675599+0j)
49,49,The knife scraped the fence with power. It was a powerful tool.,0.0431207392184781,0.043120739219966,-1.1090898742899025,0.2619785316215988,1.5857538600764736,"[[0.01918792 0.1317985  0.10685871 0.74215486]
 [0.02053394 0.13045248 0.08733174 0.76168184]
 [0.01285249 0.13556804 0.11319415 0.73838532]
 [0.02020489 0.12821564 0.08766079 0.76391868]]",(0.297564052392+0j)
50,50,The bee collected nectar from the awe-inspiring flower. It was searching for pollen.,0.6253698612443769,0.6253698613306516,-3.18922997927689,2.4920446138871997,1.5714712333100394,"[[0.33395883 0.00871034 0.6317215  0.02560933]
 [0.25774956 0.08491962 0.51933563 0.1379952 ]
 [0.88962374 0.02781535 0.07605658 0.00650433]
 [0.70681347 0.21062563 0.07027172 0.01228919]]",(0.155827730946-0j)
51,51,The determined bee rested on the pristine flower. It was in full bloom.,0.7985021005042667,0.7985021005044625,-4.1517712894301155,3.1940084020178516,1.5528206898532804,"[[0.54153682 0.08626918 0.31943252 0.05276148]
 [0.15976439 0.46804162 0.11571037 0.25648363]
 [0.05222187 0.01024538 0.80874748 0.12878528]
 [0.01476069 0.04770655 0.26071406 0.67681869]]",(0.000985307197+0j)
52,52,The unpredictable storm affected the international flight. It was putting lives in peril.,0.641354607539911,0.6413546075405825,-3.946359186309437,2.565418430186228,1.581555917645562,"[[0.14254052 0.67495702 0.03360241 0.14890005]
 [0.54124452 0.27625302 0.12374414 0.05875831]
 [0.08826802 0.40659592 0.08787492 0.41726114]
 [0.3276454  0.16721854 0.33734326 0.16779279]]",(0.988263368566-0j)
53,53,The sniper targeted the ruthless terrorist. He was a barbaric drug lord.,0.6274784162638533,0.6274784162652326,-3.526759397054552,2.5099136650650853,1.582442781167956,"[[0.05859039 0.40698962 0.06636159 0.4680584 ]
 [0.34199104 0.12358897 0.39105732 0.14336267]
 [0.01357419 0.09199575 0.1113778  0.78305227]
 [0.07783506 0.02773488 0.6552133  0.23921676]]",(0.008261817078-0j)
54,54,The active bee descended on the rich flower. It was a popular destination.,0.5513142041565133,0.5513142041602487,-2.8738447122945794,2.2052568166528213,1.7023834871219397,"[[0.00359347 0.15429205 0.23686642 0.60524806]
 [0.08451373 0.07337179 0.01989597 0.82221851]
 [0.07081003 0.58491388 0.16964985 0.17462624]
 [0.073441   0.58228291 0.0309687  0.31330738]]",(0.116346808943-0j)
55,55,The sailors tumbled off the safe boats. They were causing accidents.,0.7369361228245133,0.736936122831021,-3.846675734700188,2.947744491329159,1.5827114856342313,"[[0.03945088 0.16205104 0.15574047 0.64275761]
 [0.15778745 0.04371447 0.62268235 0.17581573]
 [0.00838883 0.03514484 0.18680252 0.76966381]
 [0.0336667  0.00986698 0.7468031  0.20966323]]",(0.000931865792-0j)
56,56,The sniper executed the brutal terrorist. He was a bad human rights violator.,0.374877601874344,0.3748776018825368,-2.30642581440919,1.5198086424978667,1.5826033279517469,"[[0.06680447 0.41340374 0.07308906 0.44670272]
 [0.05099051 0.4292177  0.0543401  0.46545168]
 [0.01411171 0.08614435 0.12578183 0.77396211]
 [0.01063463 0.08962143 0.09469598 0.80504796]]",(0.103589683054-0j)
57,57,The brave students delved into the books. They were filled with knowledge.,0.4895566483329674,0.4895566483423624,-3.1997774373503147,2.0581125606239983,1.5833108236008075,"[[0.61945728 0.15573504 0.18070653 0.04410116]
 [0.74139255 0.03379976 0.21434762 0.01046007]
 [0.37414863 0.09203489 0.42601518 0.1078013 ]
 [0.44505856 0.02112496 0.51068161 0.02313487]]",(0.502008237567+0j)
58,58,The storm caused trouble for the scheduled flight. It was full of passengers.,0.8632937398062452,0.8632937395535765,-5.002187493864923,4.703506018175348,1.6548030475712254,"[[0.04913063 0.69043754 0.0250056  0.23542622]
 [0.38500344 0.35456473 0.04198197 0.21844986]
 [0.05111533 0.88631465 0.02302091 0.03954912]
 [0.37099406 0.56643591 0.05599135 0.00657868]]",(0.356169322157-0j)
59,59,The police identified the criminals in court. They were highly unpredictable and dangerous.,0.4452998072510811,0.4452998072530691,-2.5636846153954744,1.7811992290122771,1.5830610472107218,"[[0.14639942 0.30748337 0.17569762 0.3704196 ]
 [0.00576286 0.44811993 0.00282012 0.54329709]
 [0.01240895 0.04962152 0.30968809 0.62828145]
 [0.0032197  0.05881076 0.00536328 0.93260626]]",(0.858158432116+0j)
60,60,The skilled bee approached the symmetrical flower. It was seeking the sweetest nectar.,0.6360097663996752,0.6360097663977895,-3.886634438011567,2.5440390656037155,1.6186254441574068,"[[0.06404685 0.51476654 0.03770274 0.38348388]
 [0.39849782 0.18031557 0.23764408 0.18354253]
 [0.05423204 0.6835273  0.04751754 0.21472311]
 [0.4553767  0.28238265 0.1807652  0.08147545]]",(0.794805912217+0j)
61,61,The powerful knife sliced through the parking fence separating the yards. It was a transparent and thin.,0.3062036994558688,0.3062036994609658,-1.7602525588270206,1.313062785475778,1.5790734384260603,"[[3.68918772e-02 2.96618195e-01 6.83690424e-02 5.98120885e-01]
 [3.94716277e-02 2.94038445e-01 8.31989227e-02 5.83291005e-01]
 [2.95905892e-04 4.94847030e-03 1.04965014e-01 8.89790610e-01]
 [9.91697069e-04 4.25267913e-03 1.21678853e-01 8.73076770e-01]]",(0.172838441957-0j)
62,62,The turbulent storm prevented the flight. It was flying to Hawaii.,0.5167613852229552,0.5167613852864621,-3.690402000312783,2.7693840989928336,1.7014649731039846,"[[0.23124125 0.62575518 0.10899379 0.03400979]
 [0.32841165 0.52858477 0.02274134 0.12026223]
 [0.04775669 0.47898095 0.29247835 0.18078401]
 [0.14664087 0.38009677 0.20451213 0.26875023]]",(0.398409802778-0j)
63,63,The familia birds ate the tasty seeds. They were a new experience.,0.7363442628403069,0.7363442628400428,-4.236745775877161,3.3767393208674834,1.6065093664485777,"[[0.09670512 0.76205706 0.0257128  0.11552502]
 [0.14191351 0.71684867 0.0076684  0.13356942]
 [0.02424158 0.2331809  0.09817634 0.64440118]
 [0.0666785  0.19074398 0.08290342 0.6596741 ]]",(0.231028031783-0j)
64,64,The sniper assassinated the notorious terrorist. He was a precise assassin.,0.316660617207205,0.31666061748771,-2.1406382334629037,1.266642469958574,1.583450754045573,"[[0.61749728 0.23033286 0.11171737 0.04045249]
 [0.82301798 0.02481216 0.14712272 0.00504714]
 [0.47511938 0.1783607  0.25409527 0.09242466]
 [0.63407602 0.01940406 0.33606467 0.01045525]]",(0.985034445736-0j)
65,65,The birds nibbled on the seeds. They were bursting with flavor.,0.3515893400584803,0.3515893400819071,-3.4530427708444957,2.0031354956228324,1.5820722747362836,"[[0.48384095 0.11046476 0.33058244 0.07511184]
 [0.56205164 0.03225407 0.38384341 0.02185087]
 [0.54046195 0.12476692 0.27396145 0.06080969]
 [0.62997446 0.0352544  0.3159206  0.01885054]]",(0.980887845306-0j)
66,66,The dangerous storm postponed the flight. It was carrying essential supplies.,0.4766338723848566,0.4766338725394751,-2.747519494239907,1.4782643963717474,1.583900904624606,"[[0.01222989 0.09695878 0.1039782  0.78683313]
 [0.04788768 0.06130098 0.38372815 0.50708318]
 [0.05630538 0.42244939 0.05990271 0.46134252]
 [0.20833997 0.27041479 0.22327586 0.29796937]]",(0.859231831015+0j)
67,67,The impulsive sailors jumped from the boats. They were tipping over.,0.7749038276388014,0.774903827672403,-4.617895657944354,3.2960145914023253,1.5774987709016783,"[[0.25710418 0.22189416 0.27099398 0.25000767]
 [0.42657118 0.05242716 0.46413582 0.05686584]
 [0.06275979 0.05304339 0.46533838 0.41885845]
 [0.10475366 0.01104952 0.78595334 0.09824348]]",(0.139362243731+0j)
68,68,The eager bee descended on the symmetrical flower. It was seeking nectar.,0.6565620765007463,0.6565620763141937,-3.7134525859700864,2.626248306066498,1.5808781221507535,"[[0.11070695 0.4238475  0.09522262 0.37022293]
 [0.44359154 0.0909629  0.38537759 0.08006796]
 [0.17643577 0.68605587 0.0294938  0.10801455]
 [0.7138598  0.14863185 0.11510934 0.02239901]]",(0.926536458715-0j)
